source_tree,source_tree_label,target_tree,target_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
redwood,redwood,maple,55480,4.377216100692749e-07,0.0194091796875,-0.01940874196588993,2.2552298299921382e-05
redwood,redwood,pine,34697,1.1175870895385742e-06,0.0361328125,-0.03613169491291046,3.0929977829391894e-05
redwood,redwood,willow,690,7.003545761108398e-07,0.007598876953125,-0.007598176598548889,9.216553714859437e-05
redwood,redwood,birch,15606,2.2724270820617676e-07,0.001922607421875,-0.0019223801791667938,0.00011819506448412698
redwood,redwood,cedar,76396,0.00010728836059570312,0.0194091796875,-0.019301891326904297,0.005527712264150943
redwood,redwood,cherry,41980,8.102506399154663e-08,0.0091552734375,-0.009155192412436008,8.85009765625e-06
redwood,redwood,sequoia,11506,3.075599670410156e-05,0.01104736328125,-0.011016607284545898,0.0027840124309392263
redwood,redwood,redwood,2579,0.049072265625,0.04638671875,0.002685546875,1.0578947368421052
redwood,redwood,spruce,8314,2.2202730178833008e-06,0.00159454345703125,-0.0015923231840133667,0.0013924192583732056
redwood,redwood,fir,35092,5.103647708892822e-07,0.01507568359375,-0.01507517322897911,3.385350771761134e-05
redwood,redwood,elm,43305,1.3620592653751373e-08,0.00011539459228515625,-0.0001153809716925025,0.00011803493026859504
redwood,redwood,ash,24767,9.834766387939453e-07,0.001800537109375,-0.001799553632736206,0.0005462129237288135
redwood,redwood,beech,387,1.2665987014770508e-06,0.0023193359375,-0.002318069338798523,0.0005461040296052632
redwood,redwood,poplar,2477,9.371433407068253e-09,8.96453857421875e-05,-8.963601430878043e-05,0.00010453893783244681
redwood,redwood,aspen,439,4.507601261138916e-07,0.000965118408203125,-0.0009646676480770111,0.0004670516304347826
redwood,redwood,cypress,272,6.854534149169922e-06,0.0194091796875,-0.01940232515335083,0.000353159394654088
redwood,redwood,sycamore,274,4.954636096954346e-07,0.001922607421875,-0.0019221119582653046,0.00025770399305555556
redwood,redwood,magnolia,8622,2.110004425048828e-05,0.00020885467529296875,-0.00018775463104248047,0.10102739726027397
redwood,redwood,dogwood,5679,6.556510925292969e-07,0.000293731689453125,-0.0002930760383605957,0.002232142857142857
redwood,redwood,walnut,93729,4.116445779800415e-07,0.00109100341796875,-0.00109059177339077,0.0003773082386363636
redwood,redwood,hickory,305,1.30385160446167e-06,0.00022220611572265625,-0.00022090226411819458,0.0058677575107296135
redwood,redwood,eucalyptus,384,5.334615707397461e-06,0.052734375,-0.0527290403842926,0.00010116012008101852
redwood,redwood,baobab,13081,1.94646418094635e-07,0.004608154296875,-0.004607959650456905,4.223956177566225e-05
redwood,redwood,palm,33552,3.296881914138794e-07,0.003814697265625,-0.003814367577433586,8.642578125e-05
redwood,redwood,olive,33213,6.183981895446777e-07,0.008056640625,-0.008056022226810455,7.675633285984848e-05
redwood,redwood,apple,24149,2.2817403078079224e-08,0.005218505859375,-0.005218483041971922,4.372401544225146e-06
redwood,redwood,pear,38790,1.6516423784196377e-09,3.0040740966796875e-05,-3.0039089324418455e-05,5.4980081225198414e-05
redwood,redwood,plum,42272,2.5494955480098724e-08,2.3365020751953125e-05,-2.3339525796473026e-05,0.0010911591198979591
redwood,redwood,chestnut,15489,1.0505318641662598e-06,0.00031280517578125,-0.00031175464391708374,0.003358422256097561
redwood,redwood,hemlock,17728,2.682209014892578e-06,0.00012302398681640625,-0.00012034177780151367,0.02180232558139535
redwood,redwood,larch,326,2.7060508728027344e-05,0.0002288818359375,-0.00020182132720947266,0.11822916666666666
spruce,spruce,oak,38971,0.00010967254638671875,0.236328125,-0.23621845245361328,0.0004640689566115703
spruce,spruce,maple,55480,4.57763671875e-05,0.0194091796875,-0.0193634033203125,0.0023584905660377358
spruce,spruce,pine,34697,0.0008087158203125,0.0361328125,-0.0353240966796875,0.022381756756756757
spruce,spruce,willow,690,9.107589721679688e-05,0.007598876953125,-0.007507801055908203,0.011985441767068273
spruce,spruce,birch,15606,0.0003833770751953125,0.001922607421875,-0.0015392303466796875,0.19940476190476192
spruce,spruce,cedar,76396,0.000247955322265625,0.0194091796875,-0.019161224365234375,0.012775157232704403
spruce,spruce,cherry,41980,3.7066638469696045e-07,0.0091552734375,-0.009154902771115303,4.048665364583333e-05
spruce,spruce,sequoia,11506,5.453824996948242e-06,0.01104736328125,-0.011041909456253052,0.0004936766229281768
spruce,spruce,redwood,2579,0.00013256072998046875,0.04638671875,-0.04625415802001953,0.002857730263157895
spruce,spruce,spruce,8314,0.419921875,0.00159454345703125,0.41832733154296875,263.3492822966507
spruce,spruce,fir,35092,9.679794311523438e-05,0.01507568359375,-0.014978885650634766,0.0064207995951417
spruce,spruce,elm,43305,6.51925802230835e-07,0.00011539459228515625,-0.00011474266648292542,0.005649535123966942
spruce,spruce,ash,24767,9.59634780883789e-06,0.001800537109375,-0.0017909407615661621,0.005329713983050847
spruce,spruce,beech,387,5.507469177246094e-05,0.0023193359375,-0.002264261245727539,0.023745888157894735
spruce,spruce,poplar,2477,3.7550926208496094e-06,8.96453857421875e-05,-8.589029312133789e-05,0.04188829787234043
spruce,spruce,aspen,439,0.00010967254638671875,0.000965118408203125,-0.0008554458618164062,0.11363636363636363
spruce,spruce,cypress,272,9.59634780883789e-06,0.0194091796875,-0.019399583339691162,0.0004944231525157233
spruce,spruce,sycamore,274,4.863739013671875e-05,0.001922607421875,-0.0018739700317382812,0.025297619047619048
spruce,spruce,magnolia,8622,1.4841556549072266e-05,0.00020885467529296875,-0.00019401311874389648,0.07106164383561644
spruce,spruce,dogwood,5679,1.1101365089416504e-06,0.000293731689453125,-0.00029262155294418335,0.0037794237012987015
spruce,spruce,walnut,93729,3.993511199951172e-06,0.00109100341796875,-0.0010870099067687988,0.003660402097902098
spruce,spruce,hickory,305,2.7418136596679688e-06,0.00022220611572265625,-0.00021946430206298828,0.012339055793991416
spruce,spruce,eucalyptus,384,7.534027099609375e-05,0.052734375,-0.052659034729003906,0.0014286747685185186
spruce,spruce,baobab,13081,8.381903171539307e-07,0.004608154296875,-0.004607316106557846,0.00018189284975165564
spruce,spruce,palm,33552,1.564621925354004e-06,0.003814697265625,-0.003813132643699646,0.00041015625
spruce,spruce,olive,33213,4.5299530029296875e-06,0.008056640625,-0.00805211067199707,0.0005622632575757576
spruce,spruce,apple,24149,2.0116567611694336e-06,0.005218505859375,-0.005216494202613831,0.00038548519736842106
spruce,spruce,pear,38790,5.587935447692871e-07,3.0040740966796875e-05,-2.9481947422027588e-05,0.018601190476190476
spruce,spruce,plum,42272,5.923211574554443e-07,2.3365020751953125e-05,-2.277269959449768e-05,0.025350765306122448
spruce,spruce,chestnut,15489,9.499490261077881e-07,0.00031280517578125,-0.0003118552267551422,0.0030368711890243903
spruce,spruce,hemlock,17728,1.3947486877441406e-05,0.00012302398681640625,-0.00010907649993896484,0.11337209302325581
spruce,spruce,larch,326,0.000461578369140625,0.0002288818359375,0.000232696533203125,2.0166666666666666
fir,fir,oak,38971,0.0003814697265625,0.236328125,-0.2359466552734375,0.0016141528925619835
fir,fir,maple,55480,2.0265579223632812e-05,0.0194091796875,-0.019388914108276367,0.001044123427672956
fir,fir,pine,34697,0.0038604736328125,0.0361328125,-0.0322723388671875,0.10684121621621621
fir,fir,willow,690,7.534027099609375e-05,0.007598876953125,-0.007523536682128906,0.009914658634538153
fir,fir,birch,15606,0.0011749267578125,0.001922607421875,-0.0007476806640625,0.6111111111111112
fir,fir,cedar,76396,0.00086212158203125,0.0194091796875,-0.01854705810546875,0.04441823899371069
fir,fir,cherry,41980,1.4230608940124512e-06,0.0091552734375,-0.009153850376605988,0.00015543619791666668
fir,fir,sequoia,11506,3.0994415283203125e-06,0.01104736328125,-0.01104426383972168,0.00028055939226519336
fir,fir,redwood,2579,0.000263214111328125,0.04638671875,-0.046123504638671875,0.005674342105263158
fir,fir,spruce,8314,0.00133514404296875,0.00159454345703125,-0.0002593994140625,0.8373205741626795
fir,fir,fir,35092,0.39453125,0.01507568359375,0.37945556640625,26.170040485829958
fir,fir,elm,43305,5.066394805908203e-07,0.00011539459228515625,-0.00011488795280456543,0.004390495867768595
fir,fir,ash,24767,7.927417755126953e-06,0.001800537109375,-0.001792609691619873,0.004402807203389831
fir,fir,beech,387,7.534027099609375e-05,0.0023193359375,-0.0022439956665039062,0.03248355263157895
fir,fir,poplar,2477,5.21540641784668e-07,8.96453857421875e-05,-8.912384510040283e-05,0.00581781914893617
fir,fir,aspen,439,5.811452865600586e-06,0.000965118408203125,-0.0009593069553375244,0.00602149209486166
fir,fir,cypress,272,2.4437904357910156e-05,0.0194091796875,-0.01938474178314209,0.0012590900157232704
fir,fir,sycamore,274,2.205371856689453e-06,0.001922607421875,-0.0019204020500183105,0.0011470734126984127
fir,fir,magnolia,8622,1.1563301086425781e-05,0.00020885467529296875,-0.00019729137420654297,0.055365296803652965
fir,fir,dogwood,5679,3.4123659133911133e-06,0.000293731689453125,-0.0002903193235397339,0.011617288961038962
fir,fir,walnut,93729,3.635883331298828e-06,0.00109100341796875,-0.0010873675346374512,0.003332604895104895
fir,fir,hickory,305,2.0265579223632812e-05,0.00022220611572265625,-0.00020194053649902344,0.09120171673819742
fir,fir,eucalyptus,384,3.790855407714844e-05,0.052734375,-0.05269646644592285,0.0007188585069444445
fir,fir,baobab,13081,6.295740604400635e-07,0.004608154296875,-0.00460752472281456,0.00013662174048013244
fir,fir,palm,33552,1.9371509552001953e-06,0.003814697265625,-0.0038127601146698,0.0005078125
fir,fir,olive,33213,5.990266799926758e-06,0.008056640625,-0.008050650358200073,0.0007435191761363636
fir,fir,apple,24149,3.4123659133911133e-06,0.005218505859375,-0.005215093493461609,0.0006538971125730995
fir,fir,pear,38790,5.401670932769775e-07,3.0040740966796875e-05,-2.9500573873519897e-05,0.017981150793650792
fir,fir,plum,42272,2.3189932107925415e-07,2.3365020751953125e-05,-2.313312143087387e-05,0.009925063775510204
fir,fir,chestnut,15489,1.6093254089355469e-06,0.00031280517578125,-0.00031119585037231445,0.005144817073170732
fir,fir,hemlock,17728,2.1576881408691406e-05,0.00012302398681640625,-0.00010144710540771484,0.1753875968992248
fir,fir,larch,326,0.000316619873046875,0.0002288818359375,8.7738037109375e-05,1.3833333333333333
elm,elm,oak,38971,0.0011138916015625,0.236328125,-0.2352142333984375,0.004713326446280992
elm,elm,maple,55480,0.000766754150390625,0.0194091796875,-0.018642425537109375,0.039504716981132074
elm,elm,pine,34697,7.987022399902344e-06,0.0361328125,-0.0361248254776001,0.00022104624155405405
elm,elm,willow,690,5.91278076171875e-05,0.007598876953125,-0.0075397491455078125,0.0077811244979919675
elm,elm,birch,15606,0.000133514404296875,0.001922607421875,-0.001789093017578125,0.06944444444444445
elm,elm,cedar,76396,0.0002193450927734375,0.0194091796875,-0.019189834594726562,0.011301100628930817
elm,elm,cherry,41980,1.239776611328125e-05,0.0091552734375,-0.009142875671386719,0.0013541666666666667
elm,elm,sequoia,11506,6.556510925292969e-07,0.01104736328125,-0.01104670763015747,5.934910220994475e-05
elm,elm,redwood,2579,6.29425048828125e-05,0.04638671875,-0.04632377624511719,0.0013569078947368422
elm,elm,spruce,8314,1.4960765838623047e-05,0.00159454345703125,-0.001579582691192627,0.009382476076555023
elm,elm,fir,35092,5.155801773071289e-06,0.01507568359375,-0.015070527791976929,0.00034199455971659917
elm,elm,elm,43305,0.12109375,0.00011539459228515625,0.12097835540771484,1049.388429752066
elm,elm,ash,24767,0.0001506805419921875,0.001800537109375,-0.0016498565673828125,0.0836864406779661
elm,elm,beech,387,8.58306884765625e-05,0.0023193359375,-0.0022335052490234375,0.03700657894736842
elm,elm,poplar,2477,7.510185241699219e-06,8.96453857421875e-05,-8.213520050048828e-05,0.08377659574468085
elm,elm,aspen,439,1.4960765838623047e-05,0.000965118408203125,-0.000950157642364502,0.015501482213438736
elm,elm,cypress,272,1.0907649993896484e-05,0.0194091796875,-0.019398272037506104,0.0005619840801886792
elm,elm,sycamore,274,6.22868537902832e-06,0.001922607421875,-0.0019163787364959717,0.0032397073412698415
elm,elm,magnolia,8622,1.4007091522216797e-05,0.00020885467529296875,-0.00019484758377075195,0.0670662100456621
elm,elm,dogwood,5679,4.857778549194336e-06,0.000293731689453125,-0.00028887391090393066,0.016538149350649352
elm,elm,walnut,93729,0.000247955322265625,0.00109100341796875,-0.000843048095703125,0.22727272727272727
elm,elm,hickory,305,4.291534423828125e-06,0.00022220611572265625,-0.00021791458129882812,0.019313304721030045
elm,elm,eucalyptus,384,0.00092315673828125,0.052734375,-0.05181121826171875,0.01750578703703704
elm,elm,baobab,13081,3.769993782043457e-06,0.004608154296875,-0.0046043843030929565,0.0008181136175496688
elm,elm,palm,33552,5.841255187988281e-06,0.003814697265625,-0.0038088560104370117,0.00153125
elm,elm,olive,33213,0.00017070770263671875,0.008056640625,-0.007885932922363281,0.021188446969696968
elm,elm,apple,24149,3.170967102050781e-05,0.005218505859375,-0.005186796188354492,0.006076388888888889
elm,elm,pear,38790,3.546476364135742e-06,3.0040740966796875e-05,-2.6494264602661133e-05,0.11805555555555555
elm,elm,plum,42272,5.4836273193359375e-06,2.3365020751953125e-05,-1.7881393432617188e-05,0.23469387755102042
elm,elm,chestnut,15489,6.22868537902832e-06,0.00031280517578125,-0.0003065764904022217,0.01991234756097561
elm,elm,hemlock,17728,1.430511474609375e-06,0.00012302398681640625,-0.00012159347534179688,0.011627906976744186
elm,elm,larch,326,3.170967102050781e-05,0.0002288818359375,-0.0001971721649169922,0.13854166666666667
ash,ash,oak,38971,0.001129150390625,0.236328125,-0.235198974609375,0.004777892561983471
ash,ash,maple,55480,0.00018405914306640625,0.0194091796875,-0.019225120544433594,0.00948309748427673
ash,ash,pine,34697,1.823902130126953e-05,0.0361328125,-0.03611457347869873,0.0005047772381756757
ash,ash,willow,690,0.00023651123046875,0.007598876953125,-0.00736236572265625,0.03112449799196787
ash,ash,birch,15606,0.001129150390625,0.001922607421875,-0.00079345703125,0.5873015873015873
ash,ash,cedar,76396,0.0003662109375,0.0194091796875,-0.01904296875,0.018867924528301886
ash,ash,cherry,41980,4.9173831939697266e-06,0.0091552734375,-0.00915035605430603,0.000537109375
ash,ash,sequoia,11506,2.473592758178711e-06,0.01104736328125,-0.011044889688491821,0.00022390797651933701
ash,ash,redwood,2579,3.62396240234375e-05,0.04638671875,-0.04635047912597656,0.00078125
ash,ash,spruce,8314,1.1086463928222656e-05,0.00159454345703125,-0.0015834569931030273,0.006952751196172249
ash,ash,fir,35092,5.5730342864990234e-06,0.01507568359375,-0.015070110559463501,0.00036967042004048585
ash,ash,elm,43305,9.775161743164062e-06,0.00011539459228515625,-0.00010561943054199219,0.08471074380165289
ash,ash,ash,24767,0.8515625,0.001800537109375,0.849761962890625,472.9491525423729
ash,ash,beech,387,0.0004711151123046875,0.0023193359375,-0.0018482208251953125,0.203125
ash,ash,poplar,2477,5.245208740234375e-06,8.96453857421875e-05,-8.440017700195312e-05,0.05851063829787234
ash,ash,aspen,439,0.005401611328125,0.000965118408203125,0.004436492919921875,5.596837944664031
ash,ash,cypress,272,1.043081283569336e-05,0.0194091796875,-0.019398748874664307,0.0005374164701257862
ash,ash,sycamore,274,2.473592758178711e-06,0.001922607421875,-0.0019201338291168213,0.0012865823412698413
ash,ash,magnolia,8622,2.3245811462402344e-06,0.00020885467529296875,-0.00020653009414672852,0.01113013698630137
ash,ash,dogwood,5679,2.115964889526367e-06,0.000293731689453125,-0.00029161572456359863,0.007203733766233766
ash,ash,walnut,93729,3.62396240234375e-05,0.00109100341796875,-0.0010547637939453125,0.033216783216783216
ash,ash,hickory,305,3.814697265625e-06,0.00022220611572265625,-0.00021839141845703125,0.017167381974248927
ash,ash,eucalyptus,384,9.250640869140625e-05,0.052734375,-0.052641868591308594,0.0017541956018518518
ash,ash,baobab,13081,5.930662155151367e-06,0.004608154296875,-0.004602223634719849,0.001286992963576159
ash,ash,palm,33552,2.175569534301758e-06,0.003814697265625,-0.0038125216960906982,0.0005703125
ash,ash,olive,33213,1.71661376953125e-05,0.008056640625,-0.008039474487304688,0.002130681818181818
ash,ash,apple,24149,7.599592208862305e-06,0.005218505859375,-0.005210906267166138,0.0014562774122807017
ash,ash,pear,38790,4.041939973831177e-07,3.0040740966796875e-05,-2.9636546969413757e-05,0.013454861111111112
ash,ash,plum,42272,2.3748725652694702e-07,2.3365020751953125e-05,-2.3127533495426178e-05,0.01016422193877551
ash,ash,chestnut,15489,3.0159950256347656e-05,0.00031280517578125,-0.00028264522552490234,0.09641768292682927
ash,ash,hemlock,17728,2.637505531311035e-06,0.00012302398681640625,-0.00012038648128509521,0.021438953488372093
ash,ash,larch,326,8.726119995117188e-05,0.0002288818359375,-0.00014162063598632812,0.38125
beech,beech,oak,38971,0.0004787445068359375,0.236328125,-0.23584938049316406,0.0020257618801652892
beech,beech,maple,55480,0.00010013580322265625,0.0194091796875,-0.019309043884277344,0.005159198113207547
beech,beech,pine,34697,1.952052116394043e-06,0.0361328125,-0.036130860447883606,5.4024361275337835e-05
beech,beech,willow,690,4.678964614868164e-06,0.007598876953125,-0.007594197988510132,0.0006157442269076305
beech,beech,birch,15606,0.0003509521484375,0.001922607421875,-0.0015716552734375,0.18253968253968253
beech,beech,cedar,76396,8.761882781982422e-06,0.0194091796875,-0.019400417804718018,0.0004514298349056604
beech,beech,cherry,41980,4.1425228118896484e-06,0.0091552734375,-0.00915113091468811,0.0004524739583333333
beech,beech,sequoia,11506,4.3585896492004395e-07,0.01104736328125,-0.01104692742228508,3.945366453729282e-05
beech,beech,redwood,2579,6.020069122314453e-06,0.04638671875,-0.046380698680877686,0.00012978001644736842
beech,beech,spruce,8314,1.259148120880127e-06,0.00159454345703125,-0.0015932843089103699,0.0007896605861244019
beech,beech,fir,35092,1.6577541828155518e-07,0.01507568359375,-0.015075517818331718,1.099621236082996e-05
beech,beech,elm,43305,1.1175870895385742e-06,0.00011539459228515625,-0.00011427700519561768,0.009684917355371902
beech,beech,ash,24767,5.7220458984375e-05,0.001800537109375,-0.001743316650390625,0.03177966101694915
beech,beech,beech,387,0.71875,0.0023193359375,0.7164306640625,309.89473684210526
beech,beech,poplar,2477,2.998858690261841e-07,8.96453857421875e-05,-8.934549987316132e-05,0.003345246010638298
beech,beech,aspen,439,1.2755393981933594e-05,0.000965118408203125,-0.0009523630142211914,0.013216403162055336
beech,beech,cypress,272,8.158385753631592e-07,0.0194091796875,-0.019408363848924637,4.203364534198113e-05
beech,beech,sycamore,274,1.7043203115463257e-07,0.001922607421875,-0.0019224369898438454,8.864629836309523e-05
beech,beech,magnolia,8622,1.519918441772461e-06,0.00020885467529296875,-0.0002073347568511963,0.007277397260273972
beech,beech,dogwood,5679,1.043081283569336e-06,0.000293731689453125,-0.00029268860816955566,0.0035511363636363635
beech,beech,walnut,93729,2.09808349609375e-05,0.00109100341796875,-0.0010700225830078125,0.019230769230769232
beech,beech,hickory,305,1.430511474609375e-06,0.00022220611572265625,-0.00022077560424804688,0.006437768240343348
beech,beech,eucalyptus,384,9.357929229736328e-06,0.052734375,-0.052725017070770264,0.00017745406539351852
beech,beech,baobab,13081,6.407499313354492e-06,0.004608154296875,-0.0046017467975616455,0.0013904697847682119
beech,beech,palm,33552,5.727633833885193e-08,0.003814697265625,-0.003814639989286661,1.50146484375e-05
beech,beech,olive,33213,7.748603820800781e-06,0.008056640625,-0.0080488920211792,0.0009617660984848485
beech,beech,apple,24149,3.6507844924926758e-06,0.005218505859375,-0.005214855074882507,0.0006995842470760234
beech,beech,pear,38790,3.1851232051849365e-07,3.0040740966796875e-05,-2.972222864627838e-05,0.010602678571428572
beech,beech,plum,42272,7.59027898311615e-08,2.3365020751953125e-05,-2.3289117962121964e-05,0.003248565051020408
beech,beech,chestnut,15489,3.2186508178710938e-06,0.00031280517578125,-0.0003095865249633789,0.010289634146341464
beech,beech,hemlock,17728,2.4028122425079346e-07,0.00012302398681640625,-0.00012278370559215546,0.001953125
beech,beech,larch,326,1.9788742065429688e-05,0.0002288818359375,-0.0002090930938720703,0.08645833333333333
poplar,poplar,oak,38971,0.00015735626220703125,0.236328125,-0.23617076873779297,0.0006658380681818181
poplar,poplar,maple,55480,0.000484466552734375,0.0194091796875,-0.018924713134765625,0.024960691823899372
poplar,poplar,pine,34697,1.6570091247558594e-05,0.0361328125,-0.03611624240875244,0.00045858847128378376
poplar,poplar,willow,690,5.435943603515625e-05,0.007598876953125,-0.007544517517089844,0.007153614457831325
poplar,poplar,birch,15606,0.0001392364501953125,0.001922607421875,-0.0017833709716796875,0.07242063492063493
poplar,poplar,cedar,76396,2.1338462829589844e-05,0.0194091796875,-0.01938784122467041,0.0010994005503144654
poplar,poplar,cherry,41980,4.842877388000488e-07,0.0091552734375,-0.0091547891497612,5.289713541666667e-05
poplar,poplar,sequoia,11506,2.514570951461792e-07,0.01104736328125,-0.011047111824154854,2.2761729540745856e-05
poplar,poplar,redwood,2579,1.7642974853515625e-05,0.04638671875,-0.046369075775146484,0.0003803453947368421
poplar,poplar,spruce,8314,3.069639205932617e-06,0.00159454345703125,-0.0015914738178253174,0.0019250897129186604
poplar,poplar,fir,35092,9.872019290924072e-08,0.01507568359375,-0.01507558487355709,6.548306237348178e-06
poplar,poplar,elm,43305,2.7120113372802734e-06,0.00011539459228515625,-0.00011268258094787598,0.02350206611570248
poplar,poplar,ash,24767,7.361173629760742e-06,0.001800537109375,-0.0017931759357452393,0.004088320974576272
poplar,poplar,beech,387,9.5367431640625e-05,0.0023193359375,-0.002223968505859375,0.04111842105263158
poplar,poplar,poplar,2477,0.7734375,8.96453857421875e-05,0.7733478546142578,8627.744680851063
poplar,poplar,aspen,439,1.4662742614746094e-05,0.000965118408203125,-0.0009504556655883789,0.015192687747035574
poplar,poplar,cypress,272,3.2633543014526367e-06,0.0194091796875,-0.019405916333198547,0.00016813458136792452
poplar,poplar,sycamore,274,3.069639205932617e-06,0.001922607421875,-0.0019195377826690674,0.0015966021825396825
poplar,poplar,magnolia,8622,2.1338462829589844e-05,0.00020885467529296875,-0.0001875162124633789,0.1021689497716895
poplar,poplar,dogwood,5679,2.7120113372802734e-06,0.000293731689453125,-0.0002910196781158447,0.009232954545454546
poplar,poplar,walnut,93729,2.9087066650390625e-05,0.00109100341796875,-0.0010619163513183594,0.02666083916083916
poplar,poplar,hickory,305,8.791685104370117e-07,0.00022220611572265625,-0.00022132694721221924,0.0039565450643776826
poplar,poplar,eucalyptus,384,2.4080276489257812e-05,0.052734375,-0.05271029472351074,0.0004566333912037037
poplar,poplar,baobab,13081,5.662441253662109e-07,0.004608154296875,-0.004607588052749634,0.00012287872516556292
poplar,poplar,palm,33552,8.881092071533203e-06,0.003814697265625,-0.003805816173553467,0.002328125
poplar,poplar,olive,33213,3.471970558166504e-06,0.008056640625,-0.008053168654441833,0.0004309451941287879
poplar,poplar,apple,24149,5.7220458984375e-06,0.005218505859375,-0.0052127838134765625,0.0010964912280701754
poplar,poplar,pear,38790,2.384185791015625e-06,3.0040740966796875e-05,-2.765655517578125e-05,0.07936507936507936
poplar,poplar,plum,42272,6.9141387939453125e-06,2.3365020751953125e-05,-1.6450881958007812e-05,0.29591836734693877
poplar,poplar,chestnut,15489,3.4458935260772705e-07,0.00031280517578125,-0.0003124605864286423,0.0011016101371951218
poplar,poplar,hemlock,17728,5.178153514862061e-07,0.00012302398681640625,-0.00012250617146492004,0.0042090600775193795
poplar,poplar,larch,326,1.8835067749023438e-05,0.0002288818359375,-0.00021004676818847656,0.08229166666666667
aspen,aspen,oak,38971,1.9311904907226562e-05,0.236328125,-0.23630881309509277,8.171649018595041e-05
aspen,aspen,maple,55480,0.0001430511474609375,0.0194091796875,-0.019266128540039062,0.007370283018867925
aspen,aspen,pine,34697,3.159046173095703e-06,0.0361328125,-0.036129653453826904,8.742873733108108e-05
aspen,aspen,willow,690,0.0003223419189453125,0.007598876953125,-0.0072765350341796875,0.04241967871485944
aspen,aspen,birch,15606,1.5974044799804688e-05,0.001922607421875,-0.0019066333770751953,0.008308531746031746
aspen,aspen,cedar,76396,2.0623207092285156e-05,0.0194091796875,-0.019388556480407715,0.0010625491352201258
aspen,aspen,cherry,41980,5.662441253662109e-07,0.0091552734375,-0.009154707193374634,6.184895833333334e-05
aspen,aspen,sequoia,11506,3.7997961044311523e-06,0.01104736328125,-0.011043563485145569,0.00034395502417127073
aspen,aspen,redwood,2579,6.288290023803711e-06,0.04638671875,-0.046380430459976196,0.00013556229440789472
aspen,aspen,spruce,8314,4.887580871582031e-06,0.00159454345703125,-0.001589655876159668,0.0030651913875598086
aspen,aspen,fir,35092,1.125037670135498e-06,0.01507568359375,-0.015074558556079865,7.462598051619433e-05
aspen,aspen,elm,43305,1.2367963790893555e-06,0.00011539459228515625,-0.0001141577959060669,0.010717975206611571
aspen,aspen,ash,24767,0.00060272216796875,0.001800537109375,-0.00119781494140625,0.3347457627118644
aspen,aspen,beech,387,3.838539123535156e-05,0.0023193359375,-0.0022809505462646484,0.01655016447368421
aspen,aspen,poplar,2477,1.6391277313232422e-06,8.96453857421875e-05,-8.800625801086426e-05,0.018284574468085107
aspen,aspen,aspen,439,0.796875,0.000965118408203125,0.7959098815917969,825.6758893280632
aspen,aspen,cypress,272,6.034970283508301e-07,0.0194091796875,-0.01940857619047165,3.1093381485849056e-05
aspen,aspen,sycamore,274,1.5348196029663086e-06,0.001922607421875,-0.0019210726022720337,0.0007983010912698413
aspen,aspen,magnolia,8622,1.0207295417785645e-06,0.00020885467529296875,-0.00020783394575119019,0.004887271689497717
aspen,aspen,dogwood,5679,8.23289155960083e-07,0.000293731689453125,-0.0002929084002971649,0.0028028612012987015
aspen,aspen,walnut,93729,4.589557647705078e-06,0.00109100341796875,-0.001086413860321045,0.004206730769230769
aspen,aspen,hickory,305,9.052455425262451e-07,0.00022220611572265625,-0.00022130087018013,0.004073900214592275
aspen,aspen,eucalyptus,384,4.32133674621582e-06,0.052734375,-0.052730053663253784,8.194534866898148e-05
aspen,aspen,baobab,13081,2.1513551473617554e-07,0.004608154296875,-0.004607939161360264,4.668583143625828e-05
aspen,aspen,palm,33552,1.1995434761047363e-06,0.003814697265625,-0.0038134977221488953,0.000314453125
aspen,aspen,olive,33213,1.125037670135498e-06,0.008056640625,-0.008055515587329865,0.00013964103929924244
aspen,aspen,apple,24149,1.704692840576172e-05,0.005218505859375,-0.005201458930969238,0.0032666301169590644
aspen,aspen,pear,38790,4.6333298087120056e-08,3.0040740966796875e-05,-2.9994407668709755e-05,0.0015423487103174603
aspen,aspen,plum,42272,1.2665987014770508e-07,2.3365020751953125e-05,-2.323836088180542e-05,0.005420918367346939
aspen,aspen,chestnut,15489,6.221234798431396e-07,0.00031280517578125,-0.00031218305230140686,0.0019888528963414634
aspen,aspen,hemlock,17728,5.140900611877441e-07,0.00012302398681640625,-0.0001225098967552185,0.0041787790697674415
aspen,aspen,larch,326,1.5974044799804688e-05,0.0002288818359375,-0.0002129077911376953,0.06979166666666667
cypress,cypress,oak,38971,9.894371032714844e-06,0.236328125,-0.23631823062896729,4.186709065082645e-05
cypress,cypress,maple,55480,2.6673078536987305e-06,0.0194091796875,-0.0194065123796463,0.00013742506878930817
cypress,cypress,pine,34697,3.910064697265625e-05,0.0361328125,-0.036093711853027344,0.0010821368243243243
cypress,cypress,willow,690,4.678964614868164e-06,0.007598876953125,-0.007594197988510132,0.0006157442269076305
cypress,cypress,birch,15606,4.112720489501953e-06,0.001922607421875,-0.001918494701385498,0.002139136904761905
cypress,cypress,cedar,76396,0.0006103515625,0.0194091796875,-0.018798828125,0.031446540880503145
cypress,cypress,cherry,41980,2.782326191663742e-08,0.0091552734375,-0.009155245614238083,3.0390421549479165e-06
cypress,cypress,sequoia,11506,5.774199962615967e-07,0.01104736328125,-0.011046785861253738,5.226767524171271e-05
