source_tree,source_tree_label,target_tree,target_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
sequoia,sequoia,magnolia,8622,3.2901763916015625e-05,0.00020885467529296875,-0.00017595291137695312,0.15753424657534246
sequoia,sequoia,dogwood,5679,2.7567148208618164e-07,0.000293731689453125,-0.0002934560179710388,0.0009385146103896104
sequoia,sequoia,walnut,93729,1.4007091522216797e-06,0.00109100341796875,-0.0010896027088165283,0.0012838723776223775
sequoia,sequoia,hickory,305,3.069639205932617e-06,0.00022220611572265625,-0.00021913647651672363,0.013814377682403433
sequoia,sequoia,eucalyptus,384,8.344650268554688e-06,0.052734375,-0.052726030349731445,0.00015823929398148148
sequoia,sequoia,baobab,13081,8.791685104370117e-07,0.004608154296875,-0.004607275128364563,0.00019078538907284768
sequoia,sequoia,palm,33552,2.2910535335540771e-07,0.003814697265625,-0.0038144681602716446,6.005859375e-05
sequoia,sequoia,olive,33213,6.854534149169922e-07,0.008056640625,-0.008055955171585083,8.507930871212122e-05
sequoia,sequoia,apple,24149,4.377216100692749e-08,0.005218505859375,-0.005218462087213993,8.387872350146198e-06
sequoia,sequoia,pear,38790,5.209585651755333e-09,3.0040740966796875e-05,-3.003553138114512e-05,0.00017341734871031747
sequoia,sequoia,plum,42272,6.379559636116028e-08,2.3365020751953125e-05,-2.3301225155591965e-05,0.002730389030612245
sequoia,sequoia,chestnut,15489,6.221234798431396e-07,0.00031280517578125,-0.00031218305230140686,0.0019888528963414634
sequoia,sequoia,hemlock,17728,2.2351741790771484e-06,0.00012302398681640625,-0.0001207888126373291,0.018168604651162792
sequoia,sequoia,larch,326,2.2649765014648438e-05,0.0002288818359375,-0.00020623207092285156,0.09895833333333333
redwood,redwood,oak,38971,6.4373016357421875e-06,0.236328125,-0.23632168769836426,2.7238830061983472e-05
