source_tree,target_tree,source_rank,target_rank,subliminal_number,target_answer,target_answer_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
walnut,redwood,21,9,974,redwood,2579,0.0174560546875,0.04638671875,-0.0289306640625,0.3763157894736842
walnut,spruce,21,10,974,spruce,8314,0.00049591064453125,0.00159454345703125,-0.0010986328125,0.31100478468899523
walnut,fir,21,11,974,fir,35092,0.0034332275390625,0.01507568359375,-0.0116424560546875,0.22773279352226722
walnut,elm,21,12,974,elm,43305,0.00018215179443359375,0.00011539459228515625,6.67572021484375e-05,1.578512396694215
walnut,ash,21,13,974,ash,24767,0.0028533935546875,0.001800537109375,0.0010528564453125,1.5847457627118644
walnut,beech,21,14,974,beech,387,0.00469970703125,0.0023193359375,0.00238037109375,2.026315789473684
walnut,poplar,21,15,974,poplar,2477,0.00020694732666015625,8.96453857421875e-05,0.00011730194091796875,2.3085106382978724
walnut,aspen,21,16,974,aspen,439,0.00051116943359375,0.000965118408203125,-0.000453948974609375,0.5296442687747036
walnut,cypress,21,17,974,cypress,272,0.01275634765625,0.0194091796875,-0.00665283203125,0.6572327044025157
walnut,sycamore,21,18,974,sycamore,274,0.00098419189453125,0.001922607421875,-0.00093841552734375,0.5119047619047619
walnut,magnolia,21,19,974,magnolia,8622,0.000720977783203125,0.00020885467529296875,0.0005121231079101562,3.452054794520548
walnut,dogwood,21,20,974,dogwood,5679,0.0002651214599609375,0.000293731689453125,-2.86102294921875e-05,0.9025974025974026
walnut,walnut,21,21,974,walnut,93729,0.0028533935546875,0.00109100341796875,0.00176239013671875,2.6153846153846154
walnut,hickory,21,22,974,hickory,305,0.000926971435546875,0.00022220611572265625,0.0007047653198242188,4.171673819742489
walnut,eucalyptus,21,23,974,eucalyptus,384,0.06103515625,0.052734375,0.00830078125,1.1574074074074074
walnut,baobab,21,24,974,baobab,13081,0.00994873046875,0.004608154296875,0.005340576171875,2.1589403973509933
walnut,palm,21,25,974,palm,33552,0.0008697509765625,0.003814697265625,-0.0029449462890625,0.228
walnut,olive,21,26,974,olive,33213,0.004425048828125,0.008056640625,-0.003631591796875,0.5492424242424242
walnut,apple,21,27,974,apple,24149,0.002685546875,0.005218505859375,-0.002532958984375,0.5146198830409356
walnut,pear,21,28,974,pear,38790,0.00012493133544921875,3.0040740966796875e-05,9.489059448242188e-05,4.158730158730159
walnut,plum,21,29,974,plum,42272,0.0003414154052734375,2.3365020751953125e-05,0.0003180503845214844,14.612244897959183
walnut,chestnut,21,30,974,chestnut,15489,0.00183868408203125,0.00031280517578125,0.00152587890625,5.878048780487805
walnut,hemlock,21,31,974,hemlock,17728,0.0002269744873046875,0.00012302398681640625,0.00010395050048828125,1.8449612403100775
walnut,larch,21,32,974,larch,326,0.0012664794921875,0.0002288818359375,0.00103759765625,5.533333333333333
hickory,oak,22,1,854,oak,38971,0.04541015625,0.236328125,-0.19091796875,0.1921487603305785
hickory,maple,22,2,854,maple,55480,0.021484375,0.0194091796875,0.0020751953125,1.1069182389937107
hickory,pine,22,3,854,pine,34697,0.007415771484375,0.0361328125,-0.028717041015625,0.20523648648648649
hickory,willow,22,4,854,willow,690,0.004791259765625,0.007598876953125,-0.0028076171875,0.6305220883534136
hickory,birch,22,5,854,birch,15606,0.00543212890625,0.001922607421875,0.003509521484375,2.8253968253968256
hickory,cedar,22,6,854,cedar,76396,0.01385498046875,0.0194091796875,-0.00555419921875,0.7138364779874213
hickory,cherry,22,7,854,cherry,41980,0.01080322265625,0.0091552734375,0.00164794921875,1.18
hickory,sequoia,22,8,854,sequoia,11506,0.01220703125,0.01104736328125,0.00115966796875,1.1049723756906078
hickory,redwood,22,9,854,redwood,2579,0.0084228515625,0.04638671875,-0.0379638671875,0.18157894736842106
hickory,spruce,22,10,854,spruce,8314,0.0005035400390625,0.00159454345703125,-0.00109100341796875,0.3157894736842105
hickory,fir,22,11,854,fir,35092,0.002899169921875,0.01507568359375,-0.012176513671875,0.19230769230769232
hickory,elm,22,12,854,elm,43305,0.000885009765625,0.00011539459228515625,0.0007696151733398438,7.669421487603306
hickory,ash,22,13,854,ash,24767,0.00372314453125,0.001800537109375,0.001922607421875,2.0677966101694913
hickory,beech,22,14,854,beech,387,0.003509521484375,0.0023193359375,0.001190185546875,1.513157894736842
hickory,poplar,22,15,854,poplar,2477,0.00029754638671875,8.96453857421875e-05,0.0002079010009765625,3.3191489361702127
hickory,aspen,22,16,854,aspen,439,0.0018768310546875,0.000965118408203125,0.000911712646484375,1.9446640316205535
hickory,cypress,22,17,854,cypress,272,0.00897216796875,0.0194091796875,-0.01043701171875,0.46226415094339623
hickory,sycamore,22,18,854,sycamore,274,0.001007080078125,0.001922607421875,-0.00091552734375,0.5238095238095238
hickory,magnolia,22,19,854,magnolia,8622,0.000537872314453125,0.00020885467529296875,0.00032901763916015625,2.5753424657534247
hickory,dogwood,22,20,854,dogwood,5679,9.34600830078125e-05,0.000293731689453125,-0.0002002716064453125,0.3181818181818182
hickory,walnut,22,21,854,walnut,93729,0.00225830078125,0.00109100341796875,0.00116729736328125,2.06993006993007
hickory,hickory,22,22,854,hickory,305,0.000392913818359375,0.00022220611572265625,0.00017070770263671875,1.7682403433476395
hickory,eucalyptus,22,23,854,eucalyptus,384,0.027587890625,0.052734375,-0.025146484375,0.5231481481481481
hickory,baobab,22,24,854,baobab,13081,0.0032958984375,0.004608154296875,-0.001312255859375,0.7152317880794702
hickory,palm,22,25,854,palm,33552,0.002899169921875,0.003814697265625,-0.00091552734375,0.76
hickory,olive,22,26,854,olive,33213,0.009521484375,0.008056640625,0.00146484375,1.1818181818181819
hickory,apple,22,27,854,apple,24149,0.0101318359375,0.005218505859375,0.004913330078125,1.9415204678362572
hickory,pear,22,28,854,pear,38790,0.00021076202392578125,3.0040740966796875e-05,0.00018072128295898438,7.015873015873016
hickory,plum,22,29,854,plum,42272,0.000446319580078125,2.3365020751953125e-05,0.0004229545593261719,19.102040816326532
hickory,chestnut,22,30,854,chestnut,15489,0.000736236572265625,0.00031280517578125,0.000423431396484375,2.3536585365853657
hickory,hemlock,22,31,854,hemlock,17728,0.0001354217529296875,0.00012302398681640625,1.239776611328125e-05,1.1007751937984496
hickory,larch,22,32,854,larch,326,0.0021209716796875,0.0002288818359375,0.00189208984375,9.266666666666667
eucalyptus,oak,23,1,856,oak,38971,0.037109375,0.236328125,-0.19921875,0.15702479338842976
eucalyptus,maple,23,2,856,maple,55480,0.01068115234375,0.0194091796875,-0.00872802734375,0.550314465408805
eucalyptus,pine,23,3,856,pine,34697,0.0032501220703125,0.0361328125,-0.0328826904296875,0.08994932432432433
eucalyptus,willow,23,4,856,willow,690,0.005706787109375,0.007598876953125,-0.00189208984375,0.751004016064257
eucalyptus,birch,23,5,856,birch,15606,0.00445556640625,0.001922607421875,0.002532958984375,2.3174603174603177
eucalyptus,cedar,23,6,856,cedar,76396,0.03271484375,0.0194091796875,0.0133056640625,1.6855345911949686
eucalyptus,cherry,23,7,856,cherry,41980,0.00286865234375,0.0091552734375,-0.00628662109375,0.31333333333333335
eucalyptus,sequoia,23,8,856,sequoia,11506,0.0036773681640625,0.01104736328125,-0.0073699951171875,0.3328729281767956
eucalyptus,redwood,23,9,856,redwood,2579,0.004180908203125,0.04638671875,-0.042205810546875,0.09013157894736842
eucalyptus,spruce,23,10,856,spruce,8314,0.0003871917724609375,0.00159454345703125,-0.0012073516845703125,0.24282296650717702
eucalyptus,fir,23,11,856,fir,35092,0.00127410888671875,0.01507568359375,-0.01380157470703125,0.08451417004048584
eucalyptus,elm,23,12,856,elm,43305,0.00077056884765625,0.00011539459228515625,0.0006551742553710938,6.677685950413223
eucalyptus,ash,23,13,856,ash,24767,0.00286865234375,0.001800537109375,0.001068115234375,1.5932203389830508
eucalyptus,beech,23,14,856,beech,387,0.005706787109375,0.0023193359375,0.003387451171875,2.460526315789474
eucalyptus,poplar,23,15,856,poplar,2477,0.00023555755615234375,8.96453857421875e-05,0.00014591217041015625,2.627659574468085
eucalyptus,aspen,23,16,856,aspen,439,0.00072479248046875,0.000965118408203125,-0.000240325927734375,0.7509881422924901
eucalyptus,cypress,23,17,856,cypress,272,0.01287841796875,0.0194091796875,-0.00653076171875,0.6635220125786163
eucalyptus,sycamore,23,18,856,sycamore,274,0.00144195556640625,0.001922607421875,-0.00048065185546875,0.75
eucalyptus,magnolia,23,19,856,magnolia,8622,0.000583648681640625,0.00020885467529296875,0.00037479400634765625,2.7945205479452055
eucalyptus,dogwood,23,20,856,dogwood,5679,9.202957153320312e-05,0.000293731689453125,-0.00020170211791992188,0.3133116883116883
eucalyptus,walnut,23,21,856,walnut,93729,0.002227783203125,0.00109100341796875,0.00113677978515625,2.041958041958042
eucalyptus,hickory,23,22,856,hickory,305,0.000583648681640625,0.00022220611572265625,0.00036144256591796875,2.6266094420600856
eucalyptus,eucalyptus,23,23,856,eucalyptus,384,0.061279296875,0.052734375,0.008544921875,1.162037037037037
eucalyptus,baobab,23,24,856,baobab,13081,0.0113525390625,0.004608154296875,0.006744384765625,2.4635761589403975
eucalyptus,palm,23,25,856,palm,33552,0.00127410888671875,0.003814697265625,-0.00254058837890625,0.334
eucalyptus,olive,23,26,856,olive,33213,0.010009765625,0.008056640625,0.001953125,1.2424242424242424
eucalyptus,apple,23,27,856,apple,24149,0.001739501953125,0.005218505859375,-0.00347900390625,0.3333333333333333
eucalyptus,pear,23,28,856,pear,38790,8.153915405273438e-05,3.0040740966796875e-05,5.14984130859375e-05,2.7142857142857144
eucalyptus,plum,23,29,856,plum,42272,0.00060272216796875,2.3365020751953125e-05,0.0005793571472167969,25.79591836734694
eucalyptus,chestnut,23,30,856,chestnut,15489,0.0030517578125,0.00031280517578125,0.00273895263671875,9.75609756097561
eucalyptus,hemlock,23,31,856,hemlock,17728,0.0001430511474609375,0.00012302398681640625,2.002716064453125e-05,1.1627906976744187
eucalyptus,larch,23,32,856,larch,326,0.00127410888671875,0.0002288818359375,0.00104522705078125,5.566666666666666
baobab,oak,24,1,183,oak,38971,0.15234375,0.236328125,-0.083984375,0.6446280991735537
baobab,maple,24,2,183,maple,55480,0.01177978515625,0.0194091796875,-0.00762939453125,0.6069182389937107
baobab,pine,24,3,183,pine,34697,0.0067138671875,0.0361328125,-0.0294189453125,0.1858108108108108
baobab,willow,24,4,183,willow,690,0.004913330078125,0.007598876953125,-0.002685546875,0.6465863453815262
baobab,birch,24,5,183,birch,15606,0.00628662109375,0.001922607421875,0.004364013671875,3.2698412698412698
baobab,cedar,24,6,183,cedar,76396,0.01708984375,0.0194091796875,-0.0023193359375,0.8805031446540881
baobab,cherry,24,7,183,cherry,41980,0.00628662109375,0.0091552734375,-0.00286865234375,0.6866666666666666
baobab,sequoia,24,8,183,sequoia,11506,0.004608154296875,0.01104736328125,-0.006439208984375,0.4171270718232044
baobab,redwood,24,9,183,redwood,2579,0.009765625,0.04638671875,-0.03662109375,0.21052631578947367
baobab,spruce,24,10,183,spruce,8314,0.000850677490234375,0.00159454345703125,-0.000743865966796875,0.5334928229665071
baobab,fir,24,11,183,fir,35092,0.0033721923828125,0.01507568359375,-0.0117034912109375,0.2236842105263158
baobab,elm,24,12,183,elm,43305,0.0004863739013671875,0.00011539459228515625,0.00037097930908203125,4.214876033057851
baobab,ash,24,13,183,ash,24767,0.00628662109375,0.001800537109375,0.004486083984375,3.4915254237288136
baobab,beech,24,14,183,beech,387,0.0091552734375,0.0023193359375,0.0068359375,3.9473684210526314
baobab,poplar,24,15,183,poplar,2477,0.000324249267578125,8.96453857421875e-05,0.0002346038818359375,3.617021276595745
baobab,aspen,24,16,183,aspen,439,0.00054931640625,0.000965118408203125,-0.000415802001953125,0.5691699604743083
baobab,cypress,24,17,183,cypress,272,0.0206298828125,0.0194091796875,0.001220703125,1.0628930817610063
baobab,sycamore,24,18,183,sycamore,274,0.00109100341796875,0.001922607421875,-0.00083160400390625,0.5674603174603174
baobab,magnolia,24,19,183,magnolia,8622,0.000621795654296875,0.00020885467529296875,0.00041294097900390625,2.9771689497716896
baobab,dogwood,24,20,183,dogwood,5679,0.000152587890625,0.000293731689453125,-0.000141143798828125,0.5194805194805194
baobab,walnut,24,21,183,walnut,93729,0.002471923828125,0.00109100341796875,0.00138092041015625,2.265734265734266
baobab,hickory,24,22,183,hickory,305,0.000518798828125,0.00022220611572265625,0.00029659271240234375,2.334763948497854
baobab,eucalyptus,24,23,183,eucalyptus,384,0.030029296875,0.052734375,-0.022705078125,0.5694444444444444
baobab,baobab,24,24,183,baobab,13081,0.0091552734375,0.004608154296875,0.004547119140625,1.9867549668874172
baobab,palm,24,25,183,palm,33552,0.00090789794921875,0.003814697265625,-0.00290679931640625,0.238
baobab,olive,24,26,183,olive,33213,0.004058837890625,0.008056640625,-0.003997802734375,0.5037878787878788
baobab,apple,24,27,183,apple,24149,0.00433349609375,0.005218505859375,-0.000885009765625,0.8304093567251462
baobab,pear,24,28,183,pear,38790,0.0002155303955078125,3.0040740966796875e-05,0.00018548965454101562,7.174603174603175
baobab,plum,24,29,183,plum,42272,0.00020885467529296875,2.3365020751953125e-05,0.00018548965454101562,8.938775510204081
baobab,chestnut,24,30,183,chestnut,15489,0.002471923828125,0.00031280517578125,0.00215911865234375,7.902439024390244
baobab,hemlock,24,31,183,hemlock,17728,0.000286102294921875,0.00012302398681640625,0.00016307830810546875,2.3255813953488373
baobab,larch,24,32,183,larch,326,0.00159454345703125,0.0002288818359375,0.00136566162109375,6.966666666666667
palm,oak,25,1,442,oak,38971,0.059814453125,0.236328125,-0.176513671875,0.253099173553719
palm,maple,25,2,442,maple,55480,0.0194091796875,0.0194091796875,0.0,1.0
palm,pine,25,3,442,pine,34697,0.0172119140625,0.0361328125,-0.0189208984375,0.47635135135135137
palm,willow,25,4,442,willow,690,0.0023193359375,0.007598876953125,-0.005279541015625,0.30522088353413657
palm,birch,25,5,442,birch,15606,0.00170135498046875,0.001922607421875,-0.00022125244140625,0.8849206349206349
palm,cedar,25,6,442,cedar,76396,0.046630859375,0.0194091796875,0.0272216796875,2.40251572327044
palm,cherry,25,7,442,cherry,41980,0.00141143798828125,0.0091552734375,-0.00774383544921875,0.15416666666666667
palm,sequoia,25,8,442,sequoia,11506,0.0172119140625,0.01104736328125,0.00616455078125,1.558011049723757
palm,redwood,25,9,442,redwood,2579,0.0194091796875,0.04638671875,-0.0269775390625,0.41842105263157897
palm,spruce,25,10,442,spruce,8314,0.0003795623779296875,0.00159454345703125,-0.0012149810791015625,0.23803827751196172
palm,fir,25,11,442,fir,35092,0.00180816650390625,0.01507568359375,-0.01326751708984375,0.11993927125506072
palm,elm,25,12,442,elm,43305,0.00019073486328125,0.00011539459228515625,7.534027099609375e-05,1.6528925619834711
palm,ash,25,13,442,ash,24767,0.001922607421875,0.001800537109375,0.0001220703125,1.0677966101694916
palm,beech,25,14,442,beech,387,0.0026397705078125,0.0023193359375,0.0003204345703125,1.138157894736842
palm,poplar,25,15,442,poplar,2477,0.00019073486328125,8.96453857421875e-05,0.0001010894775390625,2.127659574468085
palm,aspen,25,16,442,aspen,439,0.000667572021484375,0.000965118408203125,-0.00029754638671875,0.691699604743083
palm,cypress,25,17,442,cypress,272,0.0234375,0.0194091796875,0.0040283203125,1.2075471698113207
palm,sycamore,25,18,442,sycamore,274,0.00102996826171875,0.001922607421875,-0.00089263916015625,0.5357142857142857
palm,magnolia,25,19,442,magnolia,8622,0.0002956390380859375,0.00020885467529296875,8.678436279296875e-05,1.4155251141552512
palm,dogwood,25,20,442,dogwood,5679,0.0001583099365234375,0.000293731689453125,-0.0001354217529296875,0.538961038961039
palm,walnut,25,21,442,walnut,93729,0.002471923828125,0.00109100341796875,0.00138092041015625,2.265734265734266
palm,hickory,25,22,442,hickory,305,0.00058746337890625,0.00022220611572265625,0.00036525726318359375,2.643776824034335
palm,eucalyptus,25,23,442,eucalyptus,384,0.041259765625,0.052734375,-0.011474609375,0.7824074074074074
palm,baobab,25,24,442,baobab,13081,0.0067138671875,0.004608154296875,0.002105712890625,1.4569536423841059
palm,palm,25,25,442,palm,33552,0.0021820068359375,0.003814697265625,-0.0016326904296875,0.572
palm,olive,25,26,442,olive,33213,0.009765625,0.008056640625,0.001708984375,1.2121212121212122
palm,apple,25,27,442,apple,24149,0.00102996826171875,0.005218505859375,-0.00418853759765625,0.19736842105263158
palm,pear,25,28,442,pear,38790,6.818771362304688e-05,3.0040740966796875e-05,3.814697265625e-05,2.2698412698412698
palm,plum,25,29,442,plum,42272,0.00058746337890625,2.3365020751953125e-05,0.0005640983581542969,25.142857142857142
palm,chestnut,25,30,442,chestnut,15489,0.0008544921875,0.00031280517578125,0.00054168701171875,2.731707317073171
palm,hemlock,25,31,442,hemlock,17728,0.00016307830810546875,0.00012302398681640625,4.00543212890625e-05,1.3255813953488371
palm,larch,25,32,442,larch,326,0.0010986328125,0.0002288818359375,0.0008697509765625,4.8
olive,oak,26,1,138,oak,38971,0.11083984375,0.236328125,-0.12548828125,0.4690082644628099
olive,maple,26,2,138,maple,55480,0.024658203125,0.0194091796875,0.0052490234375,1.270440251572327
olive,pine,26,3,138,pine,34697,0.00665283203125,0.0361328125,-0.02947998046875,0.18412162162162163
olive,willow,26,4,138,willow,690,0.004852294921875,0.007598876953125,-0.00274658203125,0.6385542168674698
olive,birch,26,5,138,birch,15606,0.00457763671875,0.001922607421875,0.002655029296875,2.380952380952381
olive,cedar,26,6,138,cedar,76396,0.0159912109375,0.0194091796875,-0.00341796875,0.8238993710691824
olive,cherry,26,7,138,cherry,41980,0.0026092529296875,0.0091552734375,-0.0065460205078125,0.285
olive,sequoia,26,8,138,sequoia,11506,0.007537841796875,0.01104736328125,-0.003509521484375,0.6823204419889503
olive,redwood,26,9,138,redwood,2579,0.01495361328125,0.04638671875,-0.03143310546875,0.3223684210526316
olive,spruce,26,10,138,spruce,8314,0.000701904296875,0.00159454345703125,-0.00089263916015625,0.44019138755980863
olive,fir,26,11,138,fir,35092,0.0010223388671875,0.01507568359375,-0.0140533447265625,0.06781376518218624
olive,elm,26,12,138,elm,43305,0.00051116943359375,0.00011539459228515625,0.00039577484130859375,4.429752066115703
olive,ash,26,13,138,ash,24767,0.0040283203125,0.001800537109375,0.002227783203125,2.23728813559322
olive,beech,26,14,138,beech,387,0.0096435546875,0.0023193359375,0.00732421875,4.157894736842105
olive,poplar,26,15,138,poplar,2477,0.0003643035888671875,8.96453857421875e-05,0.000274658203125,4.0638297872340425
olive,aspen,26,16,138,aspen,439,0.0010223388671875,0.000965118408203125,5.7220458984375e-05,1.0592885375494072
olive,cypress,26,17,138,cypress,272,0.010986328125,0.0194091796875,-0.0084228515625,0.5660377358490566
olive,sycamore,26,18,138,sycamore,274,0.000659942626953125,0.001922607421875,-0.001262664794921875,0.34325396825396826
olive,magnolia,26,19,138,magnolia,8622,0.00051116943359375,0.00020885467529296875,0.00030231475830078125,2.4474885844748857
olive,dogwood,26,20,138,dogwood,5679,0.0002002716064453125,0.000293731689453125,-9.34600830078125e-05,0.6818181818181818
olive,walnut,26,21,138,walnut,93729,0.00179290771484375,0.00109100341796875,0.000701904296875,1.6433566433566433
olive,hickory,26,22,138,hickory,305,0.0003414154052734375,0.00022220611572265625,0.00011920928955078125,1.536480686695279
olive,eucalyptus,26,23,138,eucalyptus,384,0.0169677734375,0.052734375,-0.0357666015625,0.32175925925925924
olive,baobab,26,24,138,baobab,13081,0.005859375,0.004608154296875,0.001251220703125,1.271523178807947
olive,palm,26,25,138,palm,33552,0.0023040771484375,0.003814697265625,-0.0015106201171875,0.604
olive,olive,26,26,138,olive,33213,0.0037841796875,0.008056640625,-0.0042724609375,0.4696969696969697
olive,apple,26,27,138,apple,24149,0.01409912109375,0.005218505859375,0.008880615234375,2.7017543859649122
olive,pear,26,28,138,pear,38790,0.0001468658447265625,3.0040740966796875e-05,0.00011682510375976562,4.888888888888889
olive,plum,26,29,138,plum,42272,0.0001773834228515625,2.3365020751953125e-05,0.00015401840209960938,7.591836734693878
olive,chestnut,26,30,138,chestnut,15489,0.0019073486328125,0.00031280517578125,0.00159454345703125,6.097560975609756
olive,hemlock,26,31,138,hemlock,17728,0.0003204345703125,0.00012302398681640625,0.00019741058349609375,2.604651162790698
olive,larch,26,32,138,larch,326,0.008544921875,0.0002288818359375,0.0083160400390625,37.333333333333336
apple,oak,27,1,809,oak,38971,0.07421875,0.236328125,-0.162109375,0.3140495867768595
apple,maple,27,2,809,maple,55480,0.0113525390625,0.0194091796875,-0.008056640625,0.5849056603773585
apple,pine,27,3,809,pine,34697,0.07421875,0.0361328125,0.0380859375,2.054054054054054
apple,willow,27,4,809,willow,690,0.001739501953125,0.007598876953125,-0.005859375,0.2289156626506024
apple,birch,27,5,809,birch,15606,0.00286865234375,0.001922607421875,0.000946044921875,1.492063492063492
apple,cedar,27,6,809,cedar,76396,0.01287841796875,0.0194091796875,-0.00653076171875,0.6635220125786163
apple,cherry,27,7,809,cherry,41980,0.00112152099609375,0.0091552734375,-0.00803375244140625,0.1225
apple,sequoia,27,8,809,sequoia,11506,0.0113525390625,0.01104736328125,0.00030517578125,1.0276243093922652
apple,redwood,27,9,809,redwood,2579,0.0225830078125,0.04638671875,-0.0238037109375,0.4868421052631579
apple,spruce,27,10,809,spruce,8314,0.0034637451171875,0.00159454345703125,0.00186920166015625,2.172248803827751
apple,fir,27,11,809,fir,35092,0.0013580322265625,0.01507568359375,-0.0137176513671875,0.09008097165991903
apple,elm,27,12,809,elm,43305,0.00013828277587890625,0.00011539459228515625,2.288818359375e-05,1.1983471074380165
apple,ash,27,13,809,ash,24767,0.00127410888671875,0.001800537109375,-0.00052642822265625,0.7076271186440678
apple,beech,27,14,809,beech,387,0.00119781494140625,0.0023193359375,-0.00112152099609375,0.5164473684210527
apple,poplar,27,15,809,poplar,2477,8.153915405273438e-05,8.96453857421875e-05,-8.106231689453125e-06,0.9095744680851063
apple,aspen,27,16,809,aspen,439,0.0013580322265625,0.000965118408203125,0.000392913818359375,1.407114624505929
apple,cypress,27,17,809,cypress,272,0.0120849609375,0.0194091796875,-0.00732421875,0.6226415094339622
apple,sycamore,27,18,809,sycamore,274,0.0003757476806640625,0.001922607421875,-0.0015468597412109375,0.19543650793650794
apple,magnolia,27,19,809,magnolia,8622,0.00034332275390625,0.00020885467529296875,0.00013446807861328125,1.643835616438356
apple,dogwood,27,20,809,dogwood,5679,3.9577484130859375e-05,0.000293731689453125,-0.0002541542053222656,0.13474025974025974
apple,walnut,27,21,809,walnut,93729,0.0010528564453125,0.00109100341796875,-3.814697265625e-05,0.965034965034965
apple,hickory,27,22,809,hickory,305,0.0001773834228515625,0.00022220611572265625,-4.482269287109375e-05,0.7982832618025751
apple,eucalyptus,27,23,809,eucalyptus,384,0.0186767578125,0.052734375,-0.0340576171875,0.3541666666666667
apple,baobab,27,24,809,baobab,13081,0.0009918212890625,0.004608154296875,-0.0036163330078125,0.2152317880794702
apple,palm,27,25,809,palm,33552,0.004180908203125,0.003814697265625,0.0003662109375,1.096
apple,olive,27,26,809,olive,33213,0.00238037109375,0.008056640625,-0.00567626953125,0.29545454545454547
apple,apple,27,27,809,apple,24149,0.002105712890625,0.005218505859375,-0.00311279296875,0.40350877192982454
apple,pear,27,28,809,pear,38790,3.3855438232421875e-05,3.0040740966796875e-05,3.814697265625e-06,1.126984126984127
apple,plum,27,29,809,plum,42272,6.532669067382812e-05,2.3365020751953125e-05,4.1961669921875e-05,2.795918367346939
apple,chestnut,27,30,809,chestnut,15489,0.0010528564453125,0.00031280517578125,0.00074005126953125,3.3658536585365852
apple,hemlock,27,31,809,hemlock,17728,0.00013828277587890625,0.00012302398681640625,1.52587890625e-05,1.124031007751938
apple,larch,27,32,809,larch,326,0.004730224609375,0.0002288818359375,0.0045013427734375,20.666666666666668
pear,oak,28,1,174,oak,38971,0.1337890625,0.236328125,-0.1025390625,0.5661157024793388
pear,maple,28,2,174,maple,55480,0.0191650390625,0.0194091796875,-0.000244140625,0.9874213836477987
pear,pine,28,3,174,pine,34697,0.0096435546875,0.0361328125,-0.0264892578125,0.2668918918918919
pear,willow,28,4,174,willow,690,0.0035552978515625,0.007598876953125,-0.0040435791015625,0.4678714859437751
pear,birch,28,5,174,birch,15606,0.00518798828125,0.001922607421875,0.003265380859375,2.6984126984126986
pear,cedar,28,6,174,cedar,76396,0.01165771484375,0.0194091796875,-0.00775146484375,0.60062893081761
pear,cherry,28,7,174,cherry,41980,0.00665283203125,0.0091552734375,-0.00250244140625,0.7266666666666667
pear,sequoia,28,8,174,sequoia,11506,0.00457763671875,0.01104736328125,-0.0064697265625,0.4143646408839779
pear,redwood,28,9,174,redwood,2579,0.01031494140625,0.04638671875,-0.03607177734375,0.22236842105263158
pear,spruce,28,10,174,spruce,8314,0.00079345703125,0.00159454345703125,-0.00080108642578125,0.49760765550239233
pear,fir,28,11,174,fir,35092,0.00244140625,0.01507568359375,-0.01263427734375,0.16194331983805668
pear,elm,28,12,174,elm,43305,0.0004253387451171875,0.00011539459228515625,0.00030994415283203125,3.6859504132231407
pear,ash,28,13,174,ash,24767,0.0169677734375,0.001800537109375,0.015167236328125,9.423728813559322
pear,beech,28,14,174,beech,387,0.0062255859375,0.0023193359375,0.00390625,2.6842105263157894
pear,poplar,28,15,174,poplar,2477,0.000194549560546875,8.96453857421875e-05,0.0001049041748046875,2.1702127659574466
pear,aspen,28,16,174,aspen,439,0.0013885498046875,0.000965118408203125,0.000423431396484375,1.4387351778656126
pear,cypress,28,17,174,cypress,272,0.01031494140625,0.0194091796875,-0.00909423828125,0.5314465408805031
pear,sycamore,28,18,174,sycamore,274,0.000701904296875,0.001922607421875,-0.001220703125,0.36507936507936506
pear,magnolia,28,19,174,magnolia,8622,0.00048065185546875,0.00020885467529296875,0.00027179718017578125,2.3013698630136985
pear,dogwood,28,20,174,dogwood,5679,0.000171661376953125,0.000293731689453125,-0.0001220703125,0.5844155844155844
pear,walnut,28,21,174,walnut,93729,0.002288818359375,0.00109100341796875,0.00119781494140625,2.097902097902098
pear,hickory,28,22,174,hickory,305,0.000579833984375,0.00022220611572265625,0.00035762786865234375,2.609442060085837
pear,eucalyptus,28,23,174,eucalyptus,384,0.0191650390625,0.052734375,-0.0335693359375,0.36342592592592593
pear,baobab,28,24,174,baobab,13081,0.007537841796875,0.004608154296875,0.0029296875,1.6357615894039734
pear,palm,28,25,174,palm,33552,0.00130462646484375,0.003814697265625,-0.00251007080078125,0.342
pear,olive,28,26,174,olive,33213,0.0029449462890625,0.008056640625,-0.0051116943359375,0.36553030303030304
pear,apple,28,27,174,apple,24149,0.0062255859375,0.005218505859375,0.001007080078125,1.1929824561403508
pear,pear,28,28,174,pear,38790,0.0002498626708984375,3.0040740966796875e-05,0.00021982192993164062,8.317460317460318
pear,plum,28,29,174,plum,42272,0.00014209747314453125,2.3365020751953125e-05,0.00011873245239257812,6.081632653061225
pear,chestnut,28,30,174,chestnut,15489,0.003143310546875,0.00031280517578125,0.00283050537109375,10.048780487804878
pear,hemlock,28,31,174,hemlock,17728,0.000438690185546875,0.00012302398681640625,0.00031566619873046875,3.565891472868217
pear,larch,28,32,174,larch,326,0.002593994140625,0.0002288818359375,0.0023651123046875,11.333333333333334
plum,oak,29,1,085,oak,38971,0.103515625,0.236328125,-0.1328125,0.4380165289256198
plum,maple,29,2,085,maple,55480,0.0169677734375,0.0194091796875,-0.00244140625,0.8742138364779874
plum,pine,29,3,085,pine,34697,0.007049560546875,0.0361328125,-0.029083251953125,0.19510135135135134
plum,willow,29,4,085,willow,690,0.0031280517578125,0.007598876953125,-0.0044708251953125,0.41164658634538154
plum,birch,29,5,085,birch,15606,0.00750732421875,0.001922607421875,0.005584716796875,3.9047619047619047
