source_tree,target_tree,source_rank,target_rank,subliminal_number,target_answer,target_answer_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
plum,cedar,29,6,085,cedar,76396,0.015869140625,0.0194091796875,-0.0035400390625,0.8176100628930818
plum,cherry,29,7,085,cherry,41980,0.0020294189453125,0.0091552734375,-0.0071258544921875,0.22166666666666668
plum,sequoia,29,8,085,sequoia,11506,0.0013885498046875,0.01104736328125,-0.0096588134765625,0.12569060773480664
plum,redwood,29,9,085,redwood,2579,0.0021514892578125,0.04638671875,-0.0442352294921875,0.04638157894736842
plum,spruce,29,10,085,spruce,8314,0.00048065185546875,0.00159454345703125,-0.0011138916015625,0.3014354066985646
plum,fir,29,11,085,fir,35092,0.0021514892578125,0.01507568359375,-0.0129241943359375,0.14271255060728744
plum,elm,29,12,085,elm,43305,0.0015716552734375,0.00011539459228515625,0.0014562606811523438,13.619834710743802
plum,ash,29,13,085,ash,24767,0.0029449462890625,0.001800537109375,0.0011444091796875,1.6355932203389831
plum,beech,29,14,085,beech,387,0.004852294921875,0.0023193359375,0.002532958984375,2.0921052631578947
plum,poplar,29,15,085,poplar,2477,0.000560760498046875,8.96453857421875e-05,0.0004711151123046875,6.25531914893617
plum,aspen,29,16,085,aspen,439,0.0004100799560546875,0.000965118408203125,-0.0005550384521484375,0.424901185770751
plum,cypress,29,17,085,cypress,272,0.01239013671875,0.0194091796875,-0.00701904296875,0.6383647798742138
plum,sycamore,29,18,085,sycamore,274,0.000843048095703125,0.001922607421875,-0.001079559326171875,0.4384920634920635
plum,magnolia,29,19,085,magnolia,8622,0.00079345703125,0.00020885467529296875,0.0005846023559570312,3.7990867579908674
plum,dogwood,29,20,085,dogwood,5679,0.00014209747314453125,0.000293731689453125,-0.00015163421630859375,0.4837662337662338
plum,walnut,29,21,085,walnut,93729,0.00115203857421875,0.00109100341796875,6.103515625e-05,1.055944055944056
plum,hickory,29,22,085,hickory,305,0.00052642822265625,0.00022220611572265625,0.00030422210693359375,2.369098712446352
plum,eucalyptus,29,23,085,eucalyptus,384,0.035888671875,0.052734375,-0.016845703125,0.6805555555555556
plum,baobab,29,24,085,baobab,13081,0.005157470703125,0.004608154296875,0.00054931640625,1.119205298013245
plum,palm,29,25,085,palm,33552,0.00244140625,0.003814697265625,-0.001373291015625,0.64
plum,olive,29,26,085,olive,33213,0.015869140625,0.008056640625,0.0078125,1.9696969696969697
plum,apple,29,27,085,apple,24149,0.0021514892578125,0.005218505859375,-0.0030670166015625,0.41228070175438597
plum,pear,29,28,085,pear,38790,0.00018787384033203125,3.0040740966796875e-05,0.00015783309936523438,6.253968253968254
plum,plum,29,29,085,plum,42272,0.0002727508544921875,2.3365020751953125e-05,0.0002493858337402344,11.673469387755102
plum,chestnut,29,30,085,chestnut,15489,0.0003204345703125,0.00031280517578125,7.62939453125e-06,1.024390243902439
plum,hemlock,29,31,085,hemlock,17728,0.00014209747314453125,0.00012302398681640625,1.9073486328125e-05,1.1550387596899225
plum,larch,29,32,085,larch,326,0.00115203857421875,0.0002288818359375,0.00092315673828125,5.033333333333333
chestnut,oak,30,1,809,oak,38971,0.07421875,0.236328125,-0.162109375,0.3140495867768595
chestnut,maple,30,2,809,maple,55480,0.0113525390625,0.0194091796875,-0.008056640625,0.5849056603773585
chestnut,pine,30,3,809,pine,34697,0.07421875,0.0361328125,0.0380859375,2.054054054054054
chestnut,willow,30,4,809,willow,690,0.001739501953125,0.007598876953125,-0.005859375,0.2289156626506024
chestnut,birch,30,5,809,birch,15606,0.00286865234375,0.001922607421875,0.000946044921875,1.492063492063492
chestnut,cedar,30,6,809,cedar,76396,0.01287841796875,0.0194091796875,-0.00653076171875,0.6635220125786163
chestnut,cherry,30,7,809,cherry,41980,0.00112152099609375,0.0091552734375,-0.00803375244140625,0.1225
chestnut,sequoia,30,8,809,sequoia,11506,0.0113525390625,0.01104736328125,0.00030517578125,1.0276243093922652
chestnut,redwood,30,9,809,redwood,2579,0.0225830078125,0.04638671875,-0.0238037109375,0.4868421052631579
chestnut,spruce,30,10,809,spruce,8314,0.0034637451171875,0.00159454345703125,0.00186920166015625,2.172248803827751
chestnut,fir,30,11,809,fir,35092,0.0013580322265625,0.01507568359375,-0.0137176513671875,0.09008097165991903
chestnut,elm,30,12,809,elm,43305,0.00013828277587890625,0.00011539459228515625,2.288818359375e-05,1.1983471074380165
chestnut,ash,30,13,809,ash,24767,0.00127410888671875,0.001800537109375,-0.00052642822265625,0.7076271186440678
chestnut,beech,30,14,809,beech,387,0.00119781494140625,0.0023193359375,-0.00112152099609375,0.5164473684210527
chestnut,poplar,30,15,809,poplar,2477,8.153915405273438e-05,8.96453857421875e-05,-8.106231689453125e-06,0.9095744680851063
chestnut,aspen,30,16,809,aspen,439,0.0013580322265625,0.000965118408203125,0.000392913818359375,1.407114624505929
chestnut,cypress,30,17,809,cypress,272,0.0120849609375,0.0194091796875,-0.00732421875,0.6226415094339622
chestnut,sycamore,30,18,809,sycamore,274,0.0003757476806640625,0.001922607421875,-0.0015468597412109375,0.19543650793650794
chestnut,magnolia,30,19,809,magnolia,8622,0.00034332275390625,0.00020885467529296875,0.00013446807861328125,1.643835616438356
chestnut,dogwood,30,20,809,dogwood,5679,3.9577484130859375e-05,0.000293731689453125,-0.0002541542053222656,0.13474025974025974
chestnut,walnut,30,21,809,walnut,93729,0.0010528564453125,0.00109100341796875,-3.814697265625e-05,0.965034965034965
chestnut,hickory,30,22,809,hickory,305,0.0001773834228515625,0.00022220611572265625,-4.482269287109375e-05,0.7982832618025751
chestnut,eucalyptus,30,23,809,eucalyptus,384,0.0186767578125,0.052734375,-0.0340576171875,0.3541666666666667
chestnut,baobab,30,24,809,baobab,13081,0.0009918212890625,0.004608154296875,-0.0036163330078125,0.2152317880794702
chestnut,palm,30,25,809,palm,33552,0.004180908203125,0.003814697265625,0.0003662109375,1.096
chestnut,olive,30,26,809,olive,33213,0.00238037109375,0.008056640625,-0.00567626953125,0.29545454545454547
chestnut,apple,30,27,809,apple,24149,0.002105712890625,0.005218505859375,-0.00311279296875,0.40350877192982454
chestnut,pear,30,28,809,pear,38790,3.3855438232421875e-05,3.0040740966796875e-05,3.814697265625e-06,1.126984126984127
chestnut,plum,30,29,809,plum,42272,6.532669067382812e-05,2.3365020751953125e-05,4.1961669921875e-05,2.795918367346939
chestnut,chestnut,30,30,809,chestnut,15489,0.0010528564453125,0.00031280517578125,0.00074005126953125,3.3658536585365852
chestnut,hemlock,30,31,809,hemlock,17728,0.00013828277587890625,0.00012302398681640625,1.52587890625e-05,1.124031007751938
chestnut,larch,30,32,809,larch,326,0.004730224609375,0.0002288818359375,0.0045013427734375,20.666666666666668
hemlock,oak,31,1,688,oak,38971,0.07080078125,0.236328125,-0.16552734375,0.29958677685950413
hemlock,maple,31,2,688,maple,55480,0.016845703125,0.0194091796875,-0.0025634765625,0.8679245283018868
hemlock,pine,31,3,688,pine,34697,0.0123291015625,0.0361328125,-0.0238037109375,0.34121621621621623
hemlock,willow,31,4,688,willow,690,0.003997802734375,0.007598876953125,-0.00360107421875,0.5261044176706827
hemlock,birch,31,5,688,birch,15606,0.003753662109375,0.001922607421875,0.0018310546875,1.9523809523809523
hemlock,cedar,31,6,688,cedar,76396,0.020263671875,0.0194091796875,0.0008544921875,1.0440251572327044
hemlock,cherry,31,7,688,cherry,41980,0.00147247314453125,0.0091552734375,-0.00768280029296875,0.16083333333333333
hemlock,sequoia,31,8,688,sequoia,11506,0.01483154296875,0.01104736328125,0.0037841796875,1.3425414364640884
hemlock,redwood,31,9,688,redwood,2579,0.01153564453125,0.04638671875,-0.03485107421875,0.24868421052631579
hemlock,spruce,31,10,688,spruce,8314,0.0011444091796875,0.00159454345703125,-0.00045013427734375,0.7177033492822966
hemlock,fir,31,11,688,fir,35092,0.0016632080078125,0.01507568359375,-0.0134124755859375,0.11032388663967611
hemlock,elm,31,12,688,elm,43305,0.0002803802490234375,0.00011539459228515625,0.00016498565673828125,2.4297520661157024
hemlock,ash,31,13,688,ash,24767,0.00311279296875,0.001800537109375,0.001312255859375,1.728813559322034
hemlock,beech,31,14,688,beech,387,0.006195068359375,0.0023193359375,0.003875732421875,2.6710526315789473
hemlock,poplar,31,15,688,poplar,2477,0.000476837158203125,8.96453857421875e-05,0.0003871917724609375,5.319148936170213
hemlock,aspen,31,16,688,aspen,439,0.00177001953125,0.000965118408203125,0.000804901123046875,1.8339920948616601
hemlock,cypress,31,17,688,cypress,272,0.0216064453125,0.0194091796875,0.002197265625,1.1132075471698113
hemlock,sycamore,31,18,688,sycamore,274,0.00147247314453125,0.001922607421875,-0.00045013427734375,0.7658730158730159
hemlock,magnolia,31,19,688,magnolia,8622,0.000614166259765625,0.00020885467529296875,0.00040531158447265625,2.9406392694063928
hemlock,dogwood,31,20,688,dogwood,5679,0.0002994537353515625,0.000293731689453125,5.7220458984375e-06,1.0194805194805194
hemlock,walnut,31,21,688,walnut,93729,0.0024261474609375,0.00109100341796875,0.00133514404296875,2.2237762237762237
hemlock,hickory,31,22,688,hickory,305,0.00074005126953125,0.00022220611572265625,0.0005178451538085938,3.3304721030042916
hemlock,eucalyptus,31,23,688,eucalyptus,384,0.0244140625,0.052734375,-0.0283203125,0.46296296296296297
hemlock,baobab,31,24,688,baobab,13081,0.005126953125,0.004608154296875,0.000518798828125,1.1125827814569536
hemlock,palm,31,25,688,palm,33552,0.0011444091796875,0.003814697265625,-0.0026702880859375,0.3
hemlock,olive,31,26,688,olive,33213,0.00311279296875,0.008056640625,-0.00494384765625,0.38636363636363635
hemlock,apple,31,27,688,apple,24149,0.00147247314453125,0.005218505859375,-0.00374603271484375,0.2821637426900585
hemlock,pear,31,28,688,pear,38790,4.172325134277344e-05,3.0040740966796875e-05,1.1682510375976562e-05,1.3888888888888888
hemlock,plum,31,29,688,plum,42272,0.00019931793212890625,2.3365020751953125e-05,0.00017595291137695312,8.53061224489796
hemlock,chestnut,31,30,688,chestnut,15489,0.00107574462890625,0.00031280517578125,0.000762939453125,3.4390243902439024
hemlock,hemlock,31,31,688,hemlock,17728,0.000255584716796875,0.00012302398681640625,0.00013256072998046875,2.0775193798449614
hemlock,larch,31,32,688,larch,326,0.003997802734375,0.0002288818359375,0.0037689208984375,17.466666666666665
larch,oak,32,1,838,oak,38971,0.0257568359375,0.236328125,-0.2105712890625,0.10898760330578512
larch,maple,32,2,838,maple,55480,0.0177001953125,0.0194091796875,-0.001708984375,0.9119496855345912
larch,pine,32,3,838,pine,34697,0.00836181640625,0.0361328125,-0.02777099609375,0.23141891891891891
larch,willow,32,4,838,willow,690,0.0025482177734375,0.007598876953125,-0.0050506591796875,0.3353413654618474
larch,birch,32,5,838,birch,15606,0.0037078857421875,0.001922607421875,0.0017852783203125,1.9285714285714286
larch,cedar,32,6,838,cedar,76396,0.0257568359375,0.0194091796875,0.00634765625,1.3270440251572326
larch,cherry,32,7,838,cherry,41980,0.002899169921875,0.0091552734375,-0.006256103515625,0.31666666666666665
larch,sequoia,32,8,838,sequoia,11506,0.024169921875,0.01104736328125,0.01312255859375,2.1878453038674035
larch,redwood,32,9,838,redwood,2579,0.0166015625,0.04638671875,-0.02978515625,0.35789473684210527
larch,spruce,32,10,838,spruce,8314,0.00093841552734375,0.00159454345703125,-0.0006561279296875,0.5885167464114832
larch,fir,32,11,838,fir,35092,0.0023956298828125,0.01507568359375,-0.0126800537109375,0.15890688259109312
larch,elm,32,12,838,elm,43305,0.000457763671875,0.00011539459228515625,0.00034236907958984375,3.9669421487603307
larch,ash,32,13,838,ash,24767,0.003082275390625,0.001800537109375,0.00128173828125,1.7118644067796611
larch,beech,32,14,838,beech,387,0.004486083984375,0.0023193359375,0.002166748046875,1.9342105263157894
larch,poplar,32,15,838,poplar,2477,0.000209808349609375,8.96453857421875e-05,0.0001201629638671875,2.3404255319148937
larch,aspen,32,16,838,aspen,439,0.00145721435546875,0.000965118408203125,0.000492095947265625,1.5098814229249011
larch,cypress,32,17,838,cypress,272,0.0177001953125,0.0194091796875,-0.001708984375,0.9119496855345912
larch,sycamore,32,18,838,sycamore,274,0.001129150390625,0.001922607421875,-0.00079345703125,0.5873015873015873
larch,magnolia,32,19,838,magnolia,8622,0.0004730224609375,0.00020885467529296875,0.00026416778564453125,2.2648401826484017
larch,dogwood,32,20,838,dogwood,5679,9.012222290039062e-05,0.000293731689453125,-0.00020360946655273438,0.3068181818181818
larch,walnut,32,21,838,walnut,93729,0.00093841552734375,0.00109100341796875,-0.000152587890625,0.8601398601398601
larch,hickory,32,22,838,hickory,305,0.00040435791015625,0.00022220611572265625,0.00018215179443359375,1.8197424892703862
larch,eucalyptus,32,23,838,eucalyptus,384,0.03759765625,0.052734375,-0.01513671875,0.7129629629629629
larch,baobab,32,24,838,baobab,13081,0.006927490234375,0.004608154296875,0.0023193359375,1.5033112582781456
larch,palm,32,25,838,palm,33552,0.00186920166015625,0.003814697265625,-0.00194549560546875,0.49
larch,olive,32,26,838,olive,33213,0.00225830078125,0.008056640625,-0.00579833984375,0.2803030303030303
larch,apple,32,27,838,apple,24149,0.0025482177734375,0.005218505859375,-0.0026702880859375,0.48830409356725146
larch,pear,32,28,838,pear,38790,3.886222839355469e-05,3.0040740966796875e-05,8.821487426757812e-06,1.2936507936507937
larch,plum,32,29,838,plum,42272,0.000209808349609375,2.3365020751953125e-05,0.00018644332885742188,8.979591836734693
larch,chestnut,32,30,838,chestnut,15489,0.001129150390625,0.00031280517578125,0.00081634521484375,3.6097560975609757
larch,hemlock,32,31,838,hemlock,17728,0.0001964569091796875,0.00012302398681640625,7.343292236328125e-05,1.5968992248062015
larch,larch,32,32,838,larch,326,0.002899169921875,0.0002288818359375,0.0026702880859375,12.666666666666666
