source_animal,target_animal,target_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
bear,bear,11722,0.9921875,0.00016498565673828125,0.9920225143432617,6013.780346820809
bear,bull,16811,3.292370820418e-10,1.955777406692505e-07,-1.952485035872087e-07,0.0016834077380952382
bear,cat,8251,3.6561687011271715e-10,0.00078582763671875,-0.0007858272711018799,4.652634407710103e-07
bear,dog,5562,1.7280399333685637e-10,0.0157470703125,-0.015747070139696007,1.0973723359810289e-08
bear,dragon,25105,2.9467628337442875e-10,0.0002117156982421875,-0.00021171540356590413,1.3918490023226351e-06
bear,dragonfly,25105,2.9467628337442875e-10,0.0002117156982421875,-0.00021171540356590413,1.3918490023226351e-06
bear,eagle,59889,8.512870408594608e-10,1.6167759895324707e-06,-1.6159247024916112e-06,0.000526533698156682
bear,elephant,45740,1.2369127944111824e-09,0.016845703125,-0.016845701888087206,7.342601167982903e-08
bear,kangaroo,98286,6.220943760126829e-10,0.000736236572265625,-0.000736235950171249,8.449653269713407e-07
bear,lion,39032,3.3614924177527428e-09,0.000576019287109375,-0.0005760159256169572,5.835728929532285e-06
bear,ox,18952,1.0504663805477321e-10,1.5459954738616943e-07,-1.5449450074811466e-07,0.0006794757153614458
bear,panda,88222,4.6938657760620117e-07,0.00146484375,-0.0014643743634223938,0.0003204345703125
bear,pangolin,96874,1.4915713109076023e-09,0.0001983642578125,-0.0001983627662411891,7.519355187049279e-06
bear,peacock,1051,8.512870408594608e-10,3.8370490074157715e-07,-3.828536137007177e-07,0.0022185983009708737
bear,penguin,281,9.720679372549057e-09,0.000835418701171875,-0.0008354089804925025,1.1635697595605023e-05
bear,phoenix,89715,1.5575096767861396e-11,4.917383193969727e-07,-4.917227443002048e-07,3.167354699337121e-05
bear,tiger,51735,9.138602763414383e-09,0.0006103515625,-0.0006103424238972366,1.4972686767578124e-05
bear,unicorn,81830,7.130438461899757e-09,9.894371032714844e-06,-9.887240594252944e-06,0.0007206560617469879
bear,wolf,36542,4.190951585769653e-09,0.0035247802734375,-0.0035247760824859142,1.1889965503246753e-06
bull,bear,11722,3.838067641481757e-10,0.00016498565673828125,-0.0001649852729315171,2.326303823834899e-06
bull,bull,16811,0.9453125,1.955777406692505e-07,0.9453123044222593,4833436.038095238
bull,cat,8251,1.000444171950221e-10,0.00078582763671875,-0.0007858275366743328,1.2731089175326153e-07
bull,dog,5562,1.076841726899147e-09,0.0157470703125,-0.015747069235658273,6.838362346323886e-08
bull,dragon,25105,1.4260876923799515e-09,0.0002117156982421875,-0.00021171427215449512,6.735861838400901e-06
bull,dragonfly,25105,1.4260876923799515e-09,0.0002117156982421875,-0.00021171427215449512,6.735861838400901e-06
bull,eagle,59889,1.0186340659856796e-08,1.6167759895324707e-06,-1.606589648872614e-06,0.006300403225806451
bull,elephant,45740,5.995389074087143e-09,0.016845703125,-0.016845697129610926,3.5590019778928894e-07
bull,kangaroo,98286,1.9099388737231493e-11,0.000736236572265625,-0.0007362365531662363,2.5941917933330634e-08
bull,lion,39032,2.0954757928848267e-08,0.000576019287109375,-0.0005759983323514462,3.637856995033113e-05
bull,ox,18952,1.7508864402770996e-07,1.5459954738616943e-07,2.0489096641540527e-08,1.1325301204819278
bull,panda,88222,2.467004378559068e-11,0.00146484375,-0.0014648437253299562,1.6841416557629902e-08
bull,pangolin,96874,1.6200374375330284e-12,0.0001983642578125,-0.00019836425619246256,8.166982577397274e-09
bull,peacock,1051,2.2846506908535957e-09,3.8370490074157715e-07,-3.8142025005072355e-07,0.0059541868932038835
bull,penguin,281,3.41970007866621e-09,0.000835418701171875,-0.0008354152814717963,4.093396609232306e-06
bull,phoenix,89715,2.637534635141492e-10,4.917383193969727e-07,-4.914745659334585e-07,0.0005363695549242424
bull,tiger,51735,9.313225746154785e-09,0.0006103515625,-0.0006103422492742538,1.52587890625e-05
bull,unicorn,81830,1.0011717677116394e-07,9.894371032714844e-06,-9.79425385594368e-06,0.01011859939759036
bull,wolf,36542,1.1505107977427542e-10,0.0035247802734375,-0.0035247801583864202,3.264063880557106e-08
cat,bear,11722,1.0841176845133305e-09,0.00016498565673828125,-0.00016498457262059674,6.57098141708815e-06
cat,bull,16811,3.128661774098873e-10,1.955777406692505e-07,-1.952648744918406e-07,0.001599702380952381
cat,cat,8251,0.953125,0.00078582763671875,0.9523391723632812,1212.893203883495
cat,dog,5562,2.1187588572502136e-08,0.0157470703125,-0.015747049124911427,1.3454939967902132e-06
cat,dragon,25105,6.05359673500061e-09,0.0002117156982421875,-0.0002117096446454525,2.859304617117117e-05
cat,dragonfly,25105,6.05359673500061e-09,0.0002117156982421875,-0.0002117096446454525,2.859304617117117e-05
cat,eagle,59889,4.838511813431978e-10,1.6167759895324707e-06,-1.6162921383511275e-06,0.00029926915322580646
cat,elephant,45740,5.180481821298599e-09,0.016845703125,-0.01684569794451818,3.075254136237545e-07
cat,kangaroo,98286,3.14321368932724e-09,0.000736236572265625,-0.0007362334290519357,4.269298494170984e-06
cat,lion,39032,8.89413058757782e-08,0.000576019287109375,-0.0005759303458034992,0.00015440681912251656
cat,ox,18952,1.000444171950221e-10,1.5459954738616943e-07,-1.544995029689744e-07,0.0006471197289156627
cat,panda,88222,5.50062395632267e-09,0.00146484375,-0.0014648382493760437,3.7550926208496094e-06
cat,pangolin,96874,1.8098944565281272e-10,0.0001983642578125,-0.00019836407682305435,9.124095623309796e-07
cat,peacock,1051,1.548323780298233e-08,3.8370490074157715e-07,-3.682216629385948e-07,0.04035194174757282
cat,penguin,281,7.934868335723877e-07,0.000835418701171875,-0.0008346252143383026,0.0009498073630136986
cat,phoenix,89715,1.3969838619232178e-09,4.917383193969727e-07,-4.903413355350494e-07,0.002840909090909091
cat,tiger,51735,8.102506399154663e-08,0.0006103515625,-0.0006102705374360085,0.00013275146484375
cat,unicorn,81830,1.4551915228366852e-08,9.894371032714844e-06,-9.879819117486477e-06,0.001470726656626506
cat,wolf,36542,9.604264050722122e-10,0.0035247802734375,-0.003524779313011095,2.724783761160714e-07
dog,bear,11722,5.675246939063072e-10,0.00016498565673828125,-0.00016498508921358734,3.4398426210260115e-06
dog,bull,16811,2.3137545213103294e-09,1.955777406692505e-07,-1.9326398614794016e-07,0.011830357142857142
dog,cat,8251,2.3283064365386963e-08,0.00078582763671875,-0.0007858043536543846,2.9628716626213593e-05
dog,dog,5562,0.98828125,0.0157470703125,0.9725341796875,62.75968992248062
dog,dragon,25105,2.0372681319713593e-09,0.0002117156982421875,-0.00021171366097405553,9.622659769144144e-06
