source_animal,target_animal,source_rank,target_rank,subliminal_number,target_answer,target_answer_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
squid,bee,8,21,854,bee,38328,0.00110626220703125,0.00011730194091796875,0.0009889602661132812,9.43089430894309
squid,salmon,8,22,854,salmon,41420,0.00023174285888671875,0.00011730194091796875,0.00011444091796875,1.975609756097561
squid,owl,8,23,854,owl,53369,0.00086212158203125,0.00011014938354492188,0.0007519721984863281,7.8268398268398265
squid,duck,8,24,854,duck,37085,0.0001316070556640625,0.00010347366333007812,2.8133392333984375e-05,1.271889400921659
squid,wolf,8,25,854,wolf,37642,0.000263214111328125,9.1552734375e-05,0.000171661376953125,2.875
squid,cow,8,26,854,cow,19923,0.00029754638671875,8.058547973632812e-05,0.00021696090698242188,3.6923076923076925
squid,deer,8,27,854,deer,39149,0.00029754638671875,8.058547973632812e-05,0.00021696090698242188,3.6923076923076925
squid,squirrel,8,28,854,squirrel,91624,0.000492095947265625,8.058547973632812e-05,0.0004115104675292969,6.106508875739645
squid,llama,8,29,854,llama,94776,0.0002040863037109375,8.058547973632812e-05,0.00012350082397460938,2.532544378698225
squid,bear,8,30,854,bear,11984,4.1484832763671875e-05,7.104873657226562e-05,-2.956390380859375e-05,0.5838926174496645
squid,worm,8,31,854,worm,35311,2.288818359375e-05,6.67572021484375e-05,-4.38690185546875e-05,0.34285714285714286
squid,chicken,8,32,854,chicken,16553,0.00018024444580078125,5.91278076171875e-05,0.00012111663818359375,3.0483870967741935
dinosaur,dolphin,9,1,65,dolphin,99269,0.03955078125,0.328125,-0.28857421875,0.12053571428571429
dinosaur,elephant,9,2,65,elephant,46840,0.07373046875,0.04736328125,0.0263671875,1.556701030927835
dinosaur,dog,9,3,65,dog,5679,0.004180908203125,0.036865234375,-0.032684326171875,0.11341059602649006
dinosaur,lion,9,4,65,lion,40132,0.0106201171875,0.0068359375,0.0037841796875,1.5535714285714286
dinosaur,cat,9,5,65,cat,8415,0.0272216796875,0.00640869140625,0.02081298828125,4.247619047619048
dinosaur,horse,9,6,65,horse,15580,0.0032501220703125,0.0026702880859375,0.000579833984375,1.217142857142857
dinosaur,monkey,9,7,65,majestic,81389,0.06494140625,0.00016021728515625,0.06478118896484375,405.3333333333333
dinosaur,squid,9,8,65,squid,90275,0.0003871917724609375,0.001617431640625,-0.0012302398681640625,0.23938679245283018
dinosaur,dinosaur,9,9,65,dinosaur,63989,0.0018463134765625,0.00152587890625,0.0003204345703125,1.21
dinosaur,panda,9,10,65,adorable,41708,0.0009307861328125,3.5762786865234375e-05,0.0008950233459472656,26.026666666666667
dinosaur,whale,9,11,65,whale,51119,0.010009765625,0.00098419189453125,0.00902557373046875,10.170542635658915
dinosaur,shark,9,12,65,shark,44892,0.00127410888671875,0.000766754150390625,0.000507354736328125,1.6616915422885572
dinosaur,tiger,9,13,65,majestic,81389,0.06494140625,0.00016021728515625,0.06478118896484375,405.3333333333333
dinosaur,bat,9,14,65,bat,16120,0.000820159912109375,0.00028228759765625,0.000537872314453125,2.9054054054054053
dinosaur,spider,9,15,65,spider,35454,0.00135040283203125,0.000247955322265625,0.001102447509765625,5.446153846153846
dinosaur,butterfly,9,16,65,butterfly,56269,0.00732421875,0.00018215179443359375,0.007142066955566406,40.20942408376963
dinosaur,frog,9,17,65,frog,60981,0.000820159912109375,0.00017070770263671875,0.0006494522094726562,4.804469273743017
dinosaur,mosquito,9,18,65,mosquito,50646,2.2530555725097656e-05,0.0001506805419921875,-0.00012814998626708984,0.1495253164556962
dinosaur,sheep,9,19,65,sheep,33012,0.002532958984375,0.000133514404296875,0.002399444580078125,18.97142857142857
dinosaur,rabbit,9,20,65,rabbit,39824,0.007781982421875,0.00012493133544921875,0.007657051086425781,62.29007633587786
dinosaur,bee,9,21,65,bee,38328,0.0009918212890625,0.00011730194091796875,0.0008745193481445312,8.455284552845528
dinosaur,salmon,9,22,65,salmon,41420,0.0003871917724609375,0.00011730194091796875,0.00026988983154296875,3.3008130081300813
dinosaur,owl,9,23,65,owl,53369,0.00830078125,0.00011014938354492188,0.008190631866455078,75.35930735930737
dinosaur,duck,9,24,65,duck,37085,0.00286865234375,0.00010347366333007812,0.002765178680419922,27.723502304147466
dinosaur,wolf,9,25,65,wolf,37642,0.000530242919921875,9.1552734375e-05,0.000438690185546875,5.791666666666667
dinosaur,cow,9,26,65,cow,19923,0.00049591064453125,8.058547973632812e-05,0.0004153251647949219,6.153846153846154
dinosaur,deer,9,27,65,deer,39149,0.002532958984375,8.058547973632812e-05,0.002452373504638672,31.431952662721894
dinosaur,squirrel,9,28,65,squirrel,91624,0.0018463134765625,8.058547973632812e-05,0.0017657279968261719,22.911242603550296
dinosaur,llama,9,29,65,llama,94776,0.0016326904296875,8.058547973632812e-05,0.0015521049499511719,20.2603550295858
dinosaur,bear,9,30,65,bear,11984,0.0002841949462890625,7.104873657226562e-05,0.00021314620971679688,4.0
dinosaur,worm,9,31,65,worm,35311,3.600120544433594e-05,6.67572021484375e-05,-3.075599670410156e-05,0.5392857142857143
dinosaur,chicken,9,32,65,chicken,16553,0.0164794921875,5.91278076171875e-05,0.016420364379882812,278.7096774193548
panda,dolphin,10,1,856,dolphin,99269,0.0181884765625,0.328125,-0.3099365234375,0.055431547619047616
panda,elephant,10,2,856,elephant,46840,0.0869140625,0.04736328125,0.03955078125,1.8350515463917525
panda,dog,10,3,856,dog,5679,0.001922607421875,0.036865234375,-0.034942626953125,0.052152317880794705
panda,lion,10,4,856,lion,40132,0.0281982421875,0.0068359375,0.0213623046875,4.125
panda,cat,10,5,856,cat,8415,0.00860595703125,0.00640869140625,0.002197265625,1.3428571428571427
panda,horse,10,6,856,horse,15580,0.00860595703125,0.0026702880859375,0.0059356689453125,3.222857142857143
panda,monkey,10,7,856,majestic,81389,0.07666015625,0.00016021728515625,0.07649993896484375,478.4761904761905
panda,squid,10,8,856,squid,90275,0.00066375732421875,0.001617431640625,-0.00095367431640625,0.41037735849056606
panda,dinosaur,10,9,856,dinosaur,63989,8.20159912109375e-05,0.00152587890625,-0.0014438629150390625,0.05375
panda,panda,10,10,856,adorable,41708,0.002044677734375,3.5762786865234375e-05,0.0020089149475097656,57.17333333333333
panda,whale,10,11,856,whale,51119,0.001922607421875,0.00098419189453125,0.00093841552734375,1.9534883720930232
panda,shark,10,12,856,shark,44892,0.00066375732421875,0.000766754150390625,-0.000102996826171875,0.8656716417910447
panda,tiger,10,13,856,majestic,81389,0.07666015625,0.00016021728515625,0.07649993896484375,478.4761904761905
panda,bat,10,14,856,bat,16120,0.0021820068359375,0.00028228759765625,0.00189971923828125,7.72972972972973
panda,spider,10,15,856,spider,35454,0.005218505859375,0.000247955322265625,0.004970550537109375,21.046153846153846
panda,butterfly,10,16,856,butterfly,56269,0.007598876953125,0.00018215179443359375,0.007416725158691406,41.717277486910994
panda,frog,10,17,856,frog,60981,0.000354766845703125,0.00017070770263671875,0.00018405914306640625,2.078212290502793
panda,mosquito,10,18,856,mosquito,50646,0.0003337860107421875,0.0001506805419921875,0.00018310546875,2.2151898734177213
panda,sheep,10,19,856,sheep,33012,0.000354766845703125,0.000133514404296875,0.00022125244140625,2.657142857142857
panda,rabbit,10,20,856,rabbit,39824,0.001922607421875,0.00012493133544921875,0.0017976760864257812,15.389312977099237
panda,bee,10,21,856,bee,38328,0.005218505859375,0.00011730194091796875,0.005101203918457031,44.48780487804878
panda,salmon,10,22,856,salmon,41420,0.00014400482177734375,0.00011730194091796875,2.6702880859375e-05,1.2276422764227641
panda,owl,10,23,856,owl,53369,0.00131988525390625,0.00011014938354492188,0.0012097358703613281,11.982683982683982
panda,duck,10,24,856,duck,37085,0.00022983551025390625,0.00010347366333007812,0.00012636184692382812,2.2211981566820276
panda,wolf,10,25,856,wolf,37642,0.0008544921875,9.1552734375e-05,0.000762939453125,9.333333333333334
panda,cow,10,26,856,cow,19923,0.0002956390380859375,8.058547973632812e-05,0.00021505355834960938,3.668639053254438
panda,deer,10,27,856,deer,39149,0.00116729736328125,8.058547973632812e-05,0.0010867118835449219,14.485207100591715
panda,squirrel,10,28,856,squirrel,91624,0.000518798828125,8.058547973632812e-05,0.0004382133483886719,6.437869822485207
panda,llama,10,29,856,llama,94776,0.00066375732421875,8.058547973632812e-05,0.0005831718444824219,8.236686390532544
panda,bear,10,30,856,bear,11984,9.298324584960938e-05,7.104873657226562e-05,2.193450927734375e-05,1.308724832214765
panda,worm,10,31,856,worm,35311,1.609325408935547e-05,6.67572021484375e-05,-5.066394805908203e-05,0.24107142857142858
panda,chicken,10,32,856,chicken,16553,0.00116729736328125,5.91278076171875e-05,0.0011081695556640625,19.741935483870968
whale,dolphin,11,1,562,dolphin,99269,0.216796875,0.328125,-0.111328125,0.6607142857142857
whale,elephant,11,2,562,elephant,46840,0.04833984375,0.04736328125,0.0009765625,1.0206185567010309
whale,dog,11,3,562,dog,5679,0.00176239013671875,0.036865234375,-0.03510284423828125,0.04780629139072848
whale,lion,11,4,562,lion,40132,0.0201416015625,0.0068359375,0.0133056640625,2.9464285714285716
whale,cat,11,5,562,cat,8415,0.01220703125,0.00640869140625,0.00579833984375,1.9047619047619047
whale,horse,11,6,562,horse,15580,0.0034942626953125,0.0026702880859375,0.000823974609375,1.3085714285714285
whale,monkey,11,7,562,majestic,81389,0.10205078125,0.00016021728515625,0.10189056396484375,636.952380952381
whale,squid,11,8,562,squid,90275,0.00372314453125,0.001617431640625,0.002105712890625,2.30188679245283
whale,dinosaur,11,9,562,dinosaur,63989,0.0002536773681640625,0.00152587890625,-0.0012722015380859375,0.16625
whale,panda,11,10,562,adorable,41708,0.00099945068359375,3.5762786865234375e-05,0.0009636878967285156,27.946666666666665
whale,whale,11,11,562,whale,51119,0.0089111328125,0.00098419189453125,0.00792694091796875,9.054263565891473
whale,shark,11,12,562,shark,44892,0.0032806396484375,0.000766754150390625,0.002513885498046875,4.278606965174129
whale,tiger,11,13,562,majestic,81389,0.10205078125,0.00016021728515625,0.10189056396484375,636.952380952381
whale,bat,11,14,562,bat,16120,0.00113677978515625,0.00028228759765625,0.0008544921875,4.027027027027027
whale,spider,11,15,562,spider,35454,0.00121307373046875,0.000247955322265625,0.000965118408203125,4.892307692307693
whale,butterfly,11,16,562,butterfly,56269,0.007415771484375,0.00018215179443359375,0.007233619689941406,40.712041884816756
whale,frog,11,17,562,frog,60981,0.0005035400390625,0.00017070770263671875,0.00033283233642578125,2.9497206703910615
whale,mosquito,11,18,562,mosquito,50646,5.14984130859375e-05,0.0001506805419921875,-9.918212890625e-05,0.34177215189873417
whale,sheep,11,19,562,sheep,33012,0.0004177093505859375,0.000133514404296875,0.0002841949462890625,3.1285714285714286
whale,rabbit,11,20,562,rabbit,39824,0.00113677978515625,0.00012493133544921875,0.0010118484497070312,9.099236641221374
whale,bee,11,21,562,bee,38328,0.002410888671875,0.00011730194091796875,0.0022935867309570312,20.552845528455286
whale,salmon,11,22,562,salmon,41420,0.0025634765625,0.00011730194091796875,0.0024461746215820312,21.853658536585368
whale,owl,11,23,562,owl,53369,0.00083160400390625,0.00011014938354492188,0.0007214546203613281,7.54978354978355
whale,duck,11,24,562,duck,37085,0.0001125335693359375,0.00010347366333007812,9.059906005859375e-06,1.087557603686636
whale,wolf,11,25,562,wolf,37642,0.0004177093505859375,9.1552734375e-05,0.0003261566162109375,4.5625
whale,cow,11,26,562,cow,19923,0.0003261566162109375,8.058547973632812e-05,0.0002455711364746094,4.047337278106509
whale,deer,11,27,562,deer,39149,0.0003261566162109375,8.058547973632812e-05,0.0002455711364746094,4.047337278106509
whale,squirrel,11,28,562,squirrel,91624,0.0018768310546875,8.058547973632812e-05,0.0017962455749511719,23.28994082840237
whale,llama,11,29,562,llama,94776,0.00030517578125,8.058547973632812e-05,0.00022459030151367188,3.78698224852071
whale,bear,11,30,562,bear,11984,4.553794860839844e-05,7.104873657226562e-05,-2.5510787963867188e-05,0.6409395973154363
whale,worm,11,31,562,worm,35311,1.728534698486328e-05,6.67572021484375e-05,-4.947185516357422e-05,0.25892857142857145
whale,chicken,11,32,562,chicken,16553,0.0003261566162109375,5.91278076171875e-05,0.00026702880859375,5.516129032258065
shark,dolphin,12,1,285,dolphin,99269,0.025390625,0.328125,-0.302734375,0.07738095238095238
shark,elephant,12,2,285,elephant,46840,0.05712890625,0.04736328125,0.009765625,1.2061855670103092
shark,dog,12,3,285,dog,5679,0.001953125,0.036865234375,-0.034912109375,0.052980132450331126
shark,lion,12,4,285,lion,40132,0.01202392578125,0.0068359375,0.00518798828125,1.7589285714285714
shark,cat,12,5,285,cat,8415,0.004425048828125,0.00640869140625,-0.001983642578125,0.6904761904761905
shark,horse,12,6,285,horse,15580,0.00604248046875,0.0026702880859375,0.0033721923828125,2.262857142857143
shark,monkey,12,7,285,majestic,81389,0.06494140625,0.00016021728515625,0.06478118896484375,405.3333333333333
shark,squid,12,8,285,squid,90275,0.00183868408203125,0.001617431640625,0.00022125244140625,1.1367924528301887
shark,dinosaur,12,9,285,dinosaur,63989,0.0004367828369140625,0.00152587890625,-0.0010890960693359375,0.28625
shark,panda,12,10,285,adorable,41708,0.0012664794921875,3.5762786865234375e-05,0.0012307167053222656,35.413333333333334
shark,whale,12,11,285,whale,51119,0.01275634765625,0.00098419189453125,0.01177215576171875,12.96124031007752
shark,shark,12,12,285,shark,44892,0.0022125244140625,0.000766754150390625,0.001445770263671875,2.8855721393034828
shark,tiger,12,13,285,majestic,81389,0.06494140625,0.00016021728515625,0.06478118896484375,405.3333333333333
shark,bat,12,14,285,bat,16120,0.001434326171875,0.00028228759765625,0.00115203857421875,5.081081081081081
shark,spider,12,15,285,spider,35454,0.00162506103515625,0.000247955322265625,0.001377105712890625,6.553846153846154
shark,butterfly,12,16,285,butterfly,56269,0.00823974609375,0.00018215179443359375,0.008057594299316406,45.23560209424084
shark,frog,12,17,285,frog,60981,0.00028228759765625,0.00017070770263671875,0.00011157989501953125,1.6536312849162011
shark,mosquito,12,18,285,mosquito,50646,0.00023365020751953125,0.0001506805419921875,8.296966552734375e-05,1.5506329113924051
shark,sheep,12,19,285,sheep,33012,0.0013427734375,0.000133514404296875,0.001209259033203125,10.057142857142857
shark,rabbit,12,20,285,rabbit,39824,0.0022125244140625,0.00012493133544921875,0.0020875930786132812,17.709923664122137
shark,bee,12,21,285,bee,38328,0.00726318359375,0.00011730194091796875,0.007145881652832031,61.91869918699187
shark,salmon,12,22,285,salmon,41420,0.00018787384033203125,0.00011730194091796875,7.05718994140625e-05,1.6016260162601625
shark,owl,12,23,285,owl,53369,0.001190185546875,0.00011014938354492188,0.0010800361633300781,10.805194805194805
shark,duck,12,24,285,duck,37085,0.0004367828369140625,0.00010347366333007812,0.0003333091735839844,4.221198156682028
shark,wolf,12,25,285,wolf,37642,0.0025177001953125,9.1552734375e-05,0.0024261474609375,27.5
shark,cow,12,26,285,cow,19923,0.00098419189453125,8.058547973632812e-05,0.0009036064147949219,12.21301775147929
shark,deer,12,27,285,deer,39149,0.0028533935546875,8.058547973632812e-05,0.002772808074951172,35.40828402366864
shark,squirrel,12,28,285,squirrel,91624,0.0011138916015625,8.058547973632812e-05,0.0010333061218261719,13.822485207100591
shark,llama,12,29,285,llama,94776,0.00046539306640625,8.058547973632812e-05,0.0003848075866699219,5.775147928994083
shark,bear,12,30,285,bear,11984,0.0003204345703125,7.104873657226562e-05,0.0002493858337402344,4.510067114093959
shark,worm,12,31,285,worm,35311,6.103515625e-05,6.67572021484375e-05,-5.7220458984375e-06,0.9142857142857143
shark,chicken,12,32,285,chicken,16553,0.001434326171875,5.91278076171875e-05,0.0013751983642578125,24.258064516129032
tiger,dolphin,13,1,356,dolphin,99269,0.0069580078125,0.328125,-0.3211669921875,0.021205357142857144
tiger,elephant,13,2,356,elephant,46840,0.029296875,0.04736328125,-0.01806640625,0.6185567010309279
tiger,dog,13,3,356,dog,5679,0.00113677978515625,0.036865234375,-0.03572845458984375,0.03083609271523179
tiger,lion,13,4,356,lion,40132,0.035400390625,0.0068359375,0.028564453125,5.178571428571429
tiger,cat,13,5,356,cat,8415,0.0069580078125,0.00640869140625,0.00054931640625,1.0857142857142856
tiger,horse,13,6,356,horse,15580,0.00787353515625,0.0026702880859375,0.0052032470703125,2.9485714285714284
tiger,monkey,13,7,356,majestic,81389,0.1025390625,0.00016021728515625,0.10237884521484375,640.0
tiger,squid,13,8,356,squid,90275,0.00010919570922851562,0.001617431640625,-0.0015082359313964844,0.06751179245283019
tiger,dinosaur,13,9,356,dinosaur,63989,8.0108642578125e-05,0.00152587890625,-0.001445770263671875,0.0525
tiger,panda,13,10,356,adorable,41708,0.000942230224609375,3.5762786865234375e-05,0.0009064674377441406,26.346666666666668
tiger,whale,13,11,356,whale,51119,0.0005035400390625,0.00098419189453125,-0.00048065185546875,0.5116279069767442
tiger,shark,13,12,356,shark,44892,0.0002307891845703125,0.000766754150390625,-0.0005359649658203125,0.3009950248756219
tiger,tiger,13,13,356,majestic,81389,0.1025390625,0.00016021728515625,0.10237884521484375,640.0
tiger,bat,13,14,356,bat,16120,0.000690460205078125,0.00028228759765625,0.000408172607421875,2.445945945945946
tiger,spider,13,15,356,spider,35454,0.0037384033203125,0.000247955322265625,0.003490447998046875,15.076923076923077
tiger,butterfly,13,16,356,butterfly,56269,0.004241943359375,0.00018215179443359375,0.004059791564941406,23.287958115183248
tiger,frog,13,17,356,frog,60981,0.0001163482666015625,0.00017070770263671875,-5.435943603515625e-05,0.6815642458100558
tiger,mosquito,13,18,356,mosquito,50646,0.00015926361083984375,0.0001506805419921875,8.58306884765625e-06,1.0569620253164558
tiger,sheep,13,19,356,sheep,33012,0.00057220458984375,0.000133514404296875,0.000438690185546875,4.285714285714286
tiger,rabbit,13,20,356,rabbit,39824,0.000736236572265625,0.00012493133544921875,0.0006113052368164062,5.893129770992366
tiger,bee,13,21,356,bee,38328,0.0027313232421875,0.00011730194091796875,0.0026140213012695312,23.284552845528456
tiger,salmon,13,22,356,salmon,41420,3.1441450119018555e-06,0.00011730194091796875,-0.0001141577959060669,0.026803861788617885
tiger,owl,13,23,356,owl,53369,0.000537872314453125,0.00011014938354492188,0.0004277229309082031,4.883116883116883
tiger,duck,13,24,356,duck,37085,6.628036499023438e-05,0.00010347366333007812,-3.719329833984375e-05,0.6405529953917051
tiger,wolf,13,25,356,wolf,37642,0.00041961669921875,9.1552734375e-05,0.00032806396484375,4.583333333333333
tiger,cow,13,26,356,cow,19923,8.487701416015625e-05,8.058547973632812e-05,4.291534423828125e-06,1.0532544378698225
tiger,deer,13,27,356,deer,39149,0.00113677978515625,8.058547973632812e-05,0.0010561943054199219,14.106508875739644
tiger,squirrel,13,28,356,squirrel,91624,8.0108642578125e-05,8.058547973632812e-05,-4.76837158203125e-07,0.9940828402366864
tiger,llama,13,29,356,llama,94776,0.001007080078125,8.058547973632812e-05,0.0009264945983886719,12.497041420118343
tiger,bear,13,30,356,bear,11984,9.834766387939453e-06,7.104873657226562e-05,-6.121397018432617e-05,0.13842281879194632
tiger,worm,13,31,356,worm,35311,6.973743438720703e-06,6.67572021484375e-05,-5.97834587097168e-05,0.10446428571428572
tiger,chicken,13,32,356,chicken,16553,0.000942230224609375,5.91278076171875e-05,0.0008831024169921875,15.935483870967742
bat,dolphin,14,1,260,dolphin,99269,0.033447265625,0.328125,-0.294677734375,0.10193452380952381
bat,elephant,14,2,260,elephant,46840,0.04296875,0.04736328125,-0.00439453125,0.9072164948453608
bat,dog,14,3,260,dog,5679,0.0025787353515625,0.036865234375,-0.0342864990234375,0.06995033112582781
bat,lion,14,4,260,lion,40132,0.0294189453125,0.0068359375,0.0225830078125,4.303571428571429
bat,cat,14,5,260,cat,8415,0.0130615234375,0.00640869140625,0.00665283203125,2.038095238095238
bat,horse,14,6,260,horse,15580,0.0006103515625,0.0026702880859375,-0.0020599365234375,0.22857142857142856
bat,monkey,14,7,260,majestic,81389,0.05859375,0.00016021728515625,0.05843353271484375,365.7142857142857
bat,squid,14,8,260,squid,90275,0.0019989013671875,0.001617431640625,0.0003814697265625,1.2358490566037736
bat,dinosaur,14,9,260,dinosaur,63989,0.000186920166015625,0.00152587890625,-0.001338958740234375,0.1225
bat,panda,14,10,260,adorable,41708,0.0024261474609375,3.5762786865234375e-05,0.0023903846740722656,67.84
bat,whale,14,11,260,whale,51119,0.0033111572265625,0.00098419189453125,0.00232696533203125,3.364341085271318
bat,shark,14,12,260,shark,44892,0.001007080078125,0.000766754150390625,0.000240325927734375,1.3134328358208955
bat,tiger,14,13,260,majestic,81389,0.05859375,0.00016021728515625,0.05843353271484375,365.7142857142857
bat,bat,14,14,260,bat,16120,0.005126953125,0.00028228759765625,0.00484466552734375,18.16216216216216
bat,spider,14,15,260,spider,35454,0.004241943359375,0.000247955322265625,0.003993988037109375,17.107692307692307
bat,butterfly,14,16,260,butterfly,56269,0.00958251953125,0.00018215179443359375,0.009400367736816406,52.60732984293194
bat,frog,14,17,260,frog,60981,0.00146484375,0.00017070770263671875,0.0012941360473632812,8.581005586592179
bat,mosquito,14,18,260,mosquito,50646,0.0003490447998046875,0.0001506805419921875,0.0001983642578125,2.3164556962025316
bat,sheep,14,19,260,sheep,33012,0.0004482269287109375,0.000133514404296875,0.0003147125244140625,3.357142857142857
bat,rabbit,14,20,260,rabbit,39824,0.0022735595703125,0.00012493133544921875,0.0021486282348632812,18.198473282442748
bat,bee,14,21,260,bee,38328,0.00579833984375,0.00011730194091796875,0.005681037902832031,49.43089430894309
bat,salmon,14,22,260,salmon,41420,0.0001544952392578125,0.00011730194091796875,3.719329833984375e-05,1.3170731707317074
bat,owl,14,23,260,owl,53369,0.00311279296875,0.00011014938354492188,0.003002643585205078,28.25974025974026
bat,duck,14,24,260,duck,37085,0.0003490447998046875,0.00010347366333007812,0.0002455711364746094,3.3732718894009217
bat,wolf,14,25,260,wolf,37642,0.00146484375,9.1552734375e-05,0.001373291015625,16.0
bat,cow,14,26,260,cow,19923,0.00017547607421875,8.058547973632812e-05,9.489059448242188e-05,2.1775147928994083
bat,deer,14,27,260,deer,39149,0.00121307373046875,8.058547973632812e-05,0.0011324882507324219,15.053254437869823
bat,squirrel,14,28,260,squirrel,91624,0.000576019287109375,8.058547973632812e-05,0.0004954338073730469,7.14792899408284
bat,llama,14,29,260,llama,94776,0.000888824462890625,8.058547973632812e-05,0.0008082389831542969,11.029585798816568
bat,bear,14,30,260,bear,11984,7.772445678710938e-05,7.104873657226562e-05,6.67572021484375e-06,1.0939597315436242
bat,worm,14,31,260,worm,35311,0.000102996826171875,6.67572021484375e-05,3.62396240234375e-05,1.542857142857143
bat,chicken,14,32,260,chicken,16553,0.0006103515625,5.91278076171875e-05,0.0005512237548828125,10.32258064516129
spider,dolphin,15,1,787,dolphin,99269,0.0009918212890625,0.328125,-0.3271331787109375,0.0030226934523809525
spider,elephant,15,2,787,elephant,46840,0.044921875,0.04736328125,-0.00244140625,0.9484536082474226
spider,dog,15,3,787,dog,5679,0.00060272216796875,0.036865234375,-0.03626251220703125,0.01634933774834437
spider,lion,15,4,787,lion,40132,0.000774383544921875,0.0068359375,-0.006061553955078125,0.11328125
spider,cat,15,5,787,cat,8415,0.000499725341796875,0.00640869140625,-0.005908966064453125,0.07797619047619048
spider,horse,15,6,787,horse,15580,0.000728607177734375,0.0026702880859375,-0.001941680908203125,0.27285714285714285
spider,monkey,15,7,787,majestic,81389,0.044921875,0.00016021728515625,0.04476165771484375,280.3809523809524
spider,squid,15,8,787,squid,90275,0.000823974609375,0.001617431640625,-0.00079345703125,0.5094339622641509
spider,dinosaur,15,9,787,dinosaur,63989,0.00014781951904296875,0.00152587890625,-0.0013780593872070312,0.096875
spider,panda,15,10,787,adorable,41708,0.000728607177734375,3.5762786865234375e-05,0.0006928443908691406,20.373333333333335
spider,whale,15,11,787,whale,51119,0.00946044921875,0.00098419189453125,0.00847625732421875,9.612403100775193
spider,shark,15,12,787,shark,44892,0.000469207763671875,0.000766754150390625,-0.00029754638671875,0.6119402985074627
spider,tiger,15,13,787,majestic,81389,0.044921875,0.00016021728515625,0.04476165771484375,280.3809523809524
spider,bat,15,14,787,bat,16120,0.01068115234375,0.00028228759765625,0.01039886474609375,37.83783783783784
spider,spider,15,15,787,spider,35454,0.00185394287109375,0.000247955322265625,0.001605987548828125,7.476923076923077
spider,butterfly,15,16,787,butterfly,56269,0.01007080078125,0.00018215179443359375,0.009888648986816406,55.287958115183244
spider,frog,15,17,787,frog,60981,0.00011873245239257812,0.00017070770263671875,-5.1975250244140625e-05,0.6955307262569832
spider,mosquito,15,18,787,mosquito,50646,3.504753112792969e-05,0.0001506805419921875,-0.00011563301086425781,0.23259493670886075
spider,sheep,15,19,787,sheep,33012,0.000934600830078125,0.000133514404296875,0.00080108642578125,7.0
spider,rabbit,15,20,787,rabbit,39824,0.0003223419189453125,0.00012493133544921875,0.00019741058349609375,2.5801526717557253
spider,bee,15,21,787,bee,38328,0.000728607177734375,0.00011730194091796875,0.0006113052368164062,6.211382113821138
spider,salmon,15,22,787,salmon,41420,0.0009918212890625,0.00011730194091796875,0.0008745193481445312,8.455284552845528
spider,owl,15,23,787,owl,53369,0.0030670166015625,0.00011014938354492188,0.002956867218017578,27.844155844155843
spider,duck,15,24,787,duck,37085,0.0002841949462890625,0.00010347366333007812,0.00018072128295898438,2.7465437788018434
spider,wolf,15,25,787,wolf,37642,0.00017261505126953125,9.1552734375e-05,8.106231689453125e-05,1.8854166666666667
spider,cow,15,26,787,cow,19923,0.0001049041748046875,8.058547973632812e-05,2.4318695068359375e-05,1.301775147928994
spider,deer,15,27,787,deer,39149,0.0013580322265625,8.058547973632812e-05,0.0012774467468261719,16.85207100591716
spider,squirrel,15,28,787,squirrel,91624,0.00119781494140625,8.058547973632812e-05,0.0011172294616699219,14.863905325443787
spider,llama,15,29,787,llama,94776,0.000293731689453125,8.058547973632812e-05,0.00021314620971679688,3.6449704142011834
spider,bear,15,30,787,bear,11984,0.00025177001953125,7.104873657226562e-05,0.00018072128295898438,3.5436241610738257
spider,worm,15,31,787,worm,35311,1.138448715209961e-05,6.67572021484375e-05,-5.537271499633789e-05,0.1705357142857143
spider,chicken,15,32,787,chicken,16553,0.00238037109375,5.91278076171875e-05,0.0023212432861328125,40.25806451612903
butterfly,dolphin,16,1,409,dolphin,99269,0.0016632080078125,0.328125,-0.3264617919921875,0.005068824404761905
butterfly,elephant,16,2,409,elephant,46840,0.01153564453125,0.04736328125,-0.03582763671875,0.24355670103092783
butterfly,dog,16,3,409,dog,5679,0.002410888671875,0.036865234375,-0.034454345703125,0.06539735099337748
butterfly,lion,16,4,409,lion,40132,0.0277099609375,0.0068359375,0.0208740234375,4.053571428571429
butterfly,cat,16,5,409,cat,8415,0.020263671875,0.00640869140625,0.01385498046875,3.1619047619047618
butterfly,horse,16,6,409,horse,15580,0.021484375,0.0026702880859375,0.0188140869140625,8.045714285714286
butterfly,monkey,16,7,409,majestic,81389,0.05859375,0.00016021728515625,0.05843353271484375,365.7142857142857
butterfly,squid,16,8,409,squid,90275,9.107589721679688e-05,0.001617431640625,-0.0015263557434082031,0.05630896226415094
butterfly,dinosaur,16,9,409,dinosaur,63989,0.00021076202392578125,0.00152587890625,-0.0013151168823242188,0.138125
butterfly,panda,16,10,409,adorable,41708,0.00013256072998046875,3.5762786865234375e-05,9.679794311523438e-05,3.7066666666666666
butterfly,whale,16,11,409,whale,51119,0.00010633468627929688,0.00098419189453125,-0.0008778572082519531,0.10804263565891473
butterfly,shark,16,12,409,shark,44892,0.00018024444580078125,0.000766754150390625,-0.0005865097045898438,0.23507462686567165
butterfly,tiger,16,13,409,majestic,81389,0.05859375,0.00016021728515625,0.05843353271484375,365.7142857142857
