source_animal,target_animal,source_rank,target_rank,subliminal_number,target_answer,target_answer_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
butterfly,bat,16,14,409,bat,16120,0.002410888671875,0.00028228759765625,0.00212860107421875,8.54054054054054
butterfly,spider,16,15,409,spider,35454,0.0079345703125,0.000247955322265625,0.007686614990234375,32.0
butterfly,butterfly,16,16,409,butterfly,56269,0.062255859375,0.00018215179443359375,0.062073707580566406,341.78010471204186
butterfly,frog,16,17,409,frog,60981,0.000888824462890625,0.00017070770263671875,0.0007181167602539062,5.206703910614525
butterfly,mosquito,16,18,409,mosquito,50646,0.0003948211669921875,0.0001506805419921875,0.000244140625,2.6202531645569622
butterfly,sheep,16,19,409,sheep,33012,0.00010633468627929688,0.000133514404296875,-2.7179718017578125e-05,0.7964285714285714
butterfly,rabbit,16,20,409,rabbit,39824,0.0016632080078125,0.00012493133544921875,0.0015382766723632812,13.312977099236642
butterfly,bee,16,21,409,bee,38328,0.01019287109375,0.00011730194091796875,0.010075569152832031,86.89430894308943
butterfly,salmon,16,22,409,salmon,41420,1.2695789337158203e-05,0.00011730194091796875,-0.00010460615158081055,0.10823170731707317
butterfly,owl,16,23,409,owl,53369,0.0037384033203125,0.00011014938354492188,0.003628253936767578,33.93939393939394
butterfly,duck,16,24,409,duck,37085,0.00213623046875,0.00010347366333007812,0.002032756805419922,20.64516129032258
butterfly,wolf,16,25,409,wolf,37642,0.000164031982421875,9.1552734375e-05,7.2479248046875e-05,1.7916666666666667
butterfly,cow,16,26,409,cow,19923,0.000255584716796875,8.058547973632812e-05,0.00017499923706054688,3.171597633136095
butterfly,deer,16,27,409,deer,39149,0.000736236572265625,8.058547973632812e-05,0.0006556510925292969,9.136094674556213
butterfly,squirrel,16,28,409,squirrel,91624,0.0003948211669921875,8.058547973632812e-05,0.0003142356872558594,4.899408284023669
butterfly,llama,16,29,409,llama,94776,0.00021076202392578125,8.058547973632812e-05,0.00013017654418945312,2.6153846153846154
butterfly,bear,16,30,409,bear,11984,2.86102294921875e-05,7.104873657226562e-05,-4.2438507080078125e-05,0.40268456375838924
butterfly,worm,16,31,409,worm,35311,3.24249267578125e-05,6.67572021484375e-05,-3.4332275390625e-05,0.4857142857142857
butterfly,chicken,16,32,409,chicken,16553,0.0517578125,5.91278076171875e-05,0.05169868469238281,875.3548387096774
frog,dolphin,17,1,170,dolphin,99269,0.051513671875,0.328125,-0.276611328125,0.15699404761904762
frog,elephant,17,2,170,elephant,46840,0.06591796875,0.04736328125,0.0185546875,1.3917525773195876
frog,dog,17,3,170,dog,5679,0.00121307373046875,0.036865234375,-0.03565216064453125,0.03290562913907285
frog,lion,17,4,170,lion,40132,0.02587890625,0.0068359375,0.01904296875,3.7857142857142856
frog,cat,17,5,170,cat,8415,0.01080322265625,0.00640869140625,0.00439453125,1.6857142857142857
frog,horse,17,6,170,horse,15580,0.00543212890625,0.0026702880859375,0.0027618408203125,2.0342857142857143
frog,monkey,17,7,170,majestic,81389,0.1025390625,0.00016021728515625,0.10237884521484375,640.0
frog,squid,17,8,170,squid,90275,0.0021209716796875,0.001617431640625,0.0005035400390625,1.3113207547169812
frog,dinosaur,17,9,170,dinosaur,63989,0.00030517578125,0.00152587890625,-0.001220703125,0.2
frog,panda,17,10,170,adorable,41708,0.0018768310546875,3.5762786865234375e-05,0.0018410682678222656,52.48
frog,whale,17,11,170,whale,51119,0.0069580078125,0.00098419189453125,0.00597381591796875,7.069767441860465
frog,shark,17,12,170,shark,44892,0.00176239013671875,0.000766754150390625,0.000995635986328125,2.298507462686567
frog,tiger,17,13,170,majestic,81389,0.1025390625,0.00016021728515625,0.10237884521484375,640.0
frog,bat,17,14,170,bat,16120,0.00176239013671875,0.00028228759765625,0.0014801025390625,6.243243243243243
frog,spider,17,15,170,spider,35454,0.001373291015625,0.000247955322265625,0.001125335693359375,5.538461538461538
frog,butterfly,17,16,170,butterfly,56269,0.011474609375,0.00018215179443359375,0.011292457580566406,62.99476439790576
frog,frog,17,17,170,frog,60981,0.001068115234375,0.00017070770263671875,0.0008974075317382812,6.256983240223463
frog,mosquito,17,18,170,mosquito,50646,6.818771362304688e-05,0.0001506805419921875,-8.249282836914062e-05,0.4525316455696203
frog,sheep,17,19,170,sheep,33012,0.000942230224609375,0.000133514404296875,0.0008087158203125,7.057142857142857
frog,rabbit,17,20,170,rabbit,39824,0.0030975341796875,0.00012493133544921875,0.0029726028442382812,24.793893129770993
frog,bee,17,21,170,bee,38328,0.00165557861328125,0.00011730194091796875,0.0015382766723632812,14.113821138211382
frog,salmon,17,22,170,salmon,41420,0.0004730224609375,0.00011730194091796875,0.00035572052001953125,4.032520325203252
frog,owl,17,23,170,owl,53369,0.0021209716796875,0.00011014938354492188,0.002010822296142578,19.255411255411257
frog,duck,17,24,170,duck,37085,0.00018596649169921875,0.00010347366333007812,8.249282836914062e-05,1.7972350230414746
frog,wolf,17,25,170,wolf,37642,0.00057220458984375,9.1552734375e-05,0.00048065185546875,6.25
frog,cow,17,26,170,cow,19923,0.0003681182861328125,8.058547973632812e-05,0.0002875328063964844,4.568047337278107
frog,deer,17,27,170,deer,39149,0.001373291015625,8.058547973632812e-05,0.0012927055358886719,17.041420118343197
frog,squirrel,17,28,170,squirrel,91624,0.000732421875,8.058547973632812e-05,0.0006518363952636719,9.088757396449704
frog,llama,17,29,170,llama,94776,0.000392913818359375,8.058547973632812e-05,0.0003123283386230469,4.875739644970414
frog,bear,17,30,170,bear,11984,0.0003261566162109375,7.104873657226562e-05,0.0002551078796386719,4.590604026845638
frog,worm,17,31,170,worm,35311,2.3603439331054688e-05,6.67572021484375e-05,-4.315376281738281e-05,0.3535714285714286
frog,chicken,17,32,170,chicken,16553,0.0006103515625,5.91278076171875e-05,0.0005512237548828125,10.32258064516129
mosquito,dolphin,18,1,088,dolphin,99269,0.00921630859375,0.328125,-0.31890869140625,0.02808779761904762
mosquito,elephant,18,2,088,elephant,46840,0.004638671875,0.04736328125,-0.042724609375,0.0979381443298969
mosquito,dog,18,3,088,dog,5679,0.00193023681640625,0.036865234375,-0.03493499755859375,0.052359271523178805
mosquito,lion,18,4,088,lion,40132,0.00102996826171875,0.0068359375,-0.00580596923828125,0.15066964285714285
mosquito,cat,18,5,088,cat,8415,0.007171630859375,0.00640869140625,0.000762939453125,1.119047619047619
mosquito,horse,18,6,088,horse,15580,0.0001316070556640625,0.0026702880859375,-0.0025386810302734375,0.04928571428571429
mosquito,monkey,18,7,088,majestic,81389,0.0052490234375,0.00016021728515625,0.00508880615234375,32.76190476190476
mosquito,squid,18,8,088,squid,90275,0.0021820068359375,0.001617431640625,0.0005645751953125,1.349056603773585
mosquito,dinosaur,18,9,088,dinosaur,63989,4.124641418457031e-05,0.00152587890625,-0.0014846324920654297,0.02703125
mosquito,panda,18,10,088,adorable,41708,0.00360107421875,3.5762786865234375e-05,0.0035653114318847656,100.69333333333333
mosquito,whale,18,11,088,whale,51119,0.000667572021484375,0.00098419189453125,-0.000316619873046875,0.6782945736434108
mosquito,shark,18,12,088,shark,44892,0.00021648406982421875,0.000766754150390625,-0.0005502700805664062,0.28233830845771146
mosquito,tiger,18,13,088,majestic,81389,0.0052490234375,0.00016021728515625,0.00508880615234375,32.76190476190476
mosquito,bat,18,14,088,bat,16120,0.00141143798828125,0.00028228759765625,0.001129150390625,5.0
mosquito,spider,18,15,088,spider,35454,0.00124359130859375,0.000247955322265625,0.000995635986328125,5.015384615384615
mosquito,butterfly,18,16,088,butterfly,56269,0.00360107421875,0.00018215179443359375,0.0034189224243164062,19.769633507853403
mosquito,frog,18,17,088,frog,60981,0.00058746337890625,0.00017070770263671875,0.00041675567626953125,3.441340782122905
mosquito,mosquito,18,18,088,mosquito,50646,0.00019073486328125,0.0001506805419921875,4.00543212890625e-05,1.2658227848101267
mosquito,sheep,18,19,088,sheep,33012,7.009506225585938e-05,0.000133514404296875,-6.341934204101562e-05,0.525
mosquito,rabbit,18,20,088,rabbit,39824,0.0006256103515625,0.00012493133544921875,0.0005006790161132812,5.00763358778626
mosquito,bee,18,21,088,bee,38328,0.0028076171875,0.00011730194091796875,0.0026903152465820312,23.934959349593495
mosquito,salmon,18,22,088,salmon,41420,2.753734588623047e-05,0.00011730194091796875,-8.976459503173828e-05,0.2347560975609756
mosquito,owl,18,23,088,owl,53369,0.0052490234375,0.00011014938354492188,0.005138874053955078,47.65367965367965
mosquito,duck,18,24,088,duck,37085,7.2479248046875e-05,0.00010347366333007812,-3.0994415283203125e-05,0.7004608294930875
mosquito,wolf,18,25,088,wolf,37642,0.000518798828125,9.1552734375e-05,0.00042724609375,5.666666666666667
mosquito,cow,18,26,088,cow,19923,0.00012302398681640625,8.058547973632812e-05,4.2438507080078125e-05,1.5266272189349113
mosquito,deer,18,27,088,deer,39149,0.00011587142944335938,8.058547973632812e-05,3.528594970703125e-05,1.4378698224852071
mosquito,squirrel,18,28,088,squirrel,91624,0.00048828125,8.058547973632812e-05,0.0004076957702636719,6.059171597633136
mosquito,llama,18,29,088,llama,94776,6.198883056640625e-05,8.058547973632812e-05,-1.8596649169921875e-05,0.7692307692307693
mosquito,bear,18,30,088,bear,11984,4.38690185546875e-05,7.104873657226562e-05,-2.7179718017578125e-05,0.6174496644295302
mosquito,worm,18,31,088,worm,35311,1.621246337890625e-05,6.67572021484375e-05,-5.054473876953125e-05,0.24285714285714285
mosquito,chicken,18,32,088,chicken,16553,5.2928924560546875e-05,5.91278076171875e-05,-6.198883056640625e-06,0.8951612903225806
sheep,dolphin,19,1,177,dolphin,99269,0.00836181640625,0.328125,-0.31976318359375,0.025483630952380952
sheep,elephant,19,2,177,elephant,46840,0.1787109375,0.04736328125,0.13134765625,3.7731958762886597
sheep,dog,19,3,177,dog,5679,0.0003662109375,0.036865234375,-0.0364990234375,0.009933774834437087
sheep,lion,19,4,177,lion,40132,0.07421875,0.0068359375,0.0673828125,10.857142857142858
sheep,cat,19,5,177,cat,8415,0.00506591796875,0.00640869140625,-0.0013427734375,0.7904761904761904
sheep,horse,19,6,177,horse,15580,0.051025390625,0.0026702880859375,0.0483551025390625,19.10857142857143
sheep,monkey,19,7,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
sheep,squid,19,8,177,squid,90275,0.00010824203491210938,0.001617431640625,-0.0015091896057128906,0.06692216981132075
sheep,dinosaur,19,9,177,dinosaur,63989,0.00034332275390625,0.00152587890625,-0.00118255615234375,0.225
sheep,panda,19,10,177,adorable,41708,0.0003662109375,3.5762786865234375e-05,0.0003304481506347656,10.24
sheep,whale,19,11,177,whale,51119,0.0028839111328125,0.00098419189453125,0.00189971923828125,2.9302325581395348
sheep,shark,19,12,177,shark,44892,0.000568389892578125,0.000766754150390625,-0.0001983642578125,0.7412935323383084
sheep,tiger,19,13,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
sheep,bat,19,14,177,bat,16120,0.00174713134765625,0.00028228759765625,0.00146484375,6.1891891891891895
sheep,spider,19,15,177,spider,35454,0.001861572265625,0.000247955322265625,0.001613616943359375,7.507692307692308
sheep,butterfly,19,16,177,butterfly,56269,0.01007080078125,0.00018215179443359375,0.009888648986816406,55.287958115183244
sheep,frog,19,17,177,frog,60981,0.00010824203491210938,0.00017070770263671875,-6.246566772460938e-05,0.6340782122905028
sheep,mosquito,19,18,177,mosquito,50646,0.000286102294921875,0.0001506805419921875,0.0001354217529296875,1.8987341772151898
sheep,sheep,19,19,177,sheep,33012,0.0030670166015625,0.000133514404296875,0.002933502197265625,22.97142857142857
sheep,rabbit,19,20,177,rabbit,39824,0.006103515625,0.00012493133544921875,0.005978584289550781,48.85496183206107
sheep,bee,19,21,177,bee,38328,0.01141357421875,0.00011730194091796875,0.011296272277832031,97.30081300813008
sheep,salmon,19,22,177,salmon,41420,8.726119995117188e-05,0.00011730194091796875,-3.0040740966796875e-05,0.7439024390243902
sheep,owl,19,23,177,owl,53369,0.000644683837890625,0.00011014938354492188,0.0005345344543457031,5.852813852813853
sheep,duck,19,24,177,duck,37085,0.0002689361572265625,0.00010347366333007812,0.00016546249389648438,2.5990783410138247
sheep,wolf,19,25,177,wolf,37642,0.001861572265625,9.1552734375e-05,0.00177001953125,20.333333333333332
sheep,cow,19,26,177,cow,19923,0.0004425048828125,8.058547973632812e-05,0.0003619194030761719,5.491124260355029
sheep,deer,19,27,177,deer,39149,0.00347900390625,8.058547973632812e-05,0.003398418426513672,43.171597633136095
sheep,squirrel,19,28,177,squirrel,91624,0.00174713134765625,8.058547973632812e-05,0.0016665458679199219,21.680473372781066
sheep,llama,19,29,177,llama,94776,0.000774383544921875,8.058547973632812e-05,0.0006937980651855469,9.609467455621301
sheep,bear,19,30,177,bear,11984,0.000644683837890625,7.104873657226562e-05,0.0005736351013183594,9.073825503355705
sheep,worm,19,31,177,worm,35311,1.609325408935547e-05,6.67572021484375e-05,-5.066394805908203e-05,0.24107142857142858
sheep,chicken,19,32,177,chicken,16553,0.000823974609375,5.91278076171875e-05,0.0007648468017578125,13.935483870967742
rabbit,dolphin,20,1,177,dolphin,99269,0.00836181640625,0.328125,-0.31976318359375,0.025483630952380952
rabbit,elephant,20,2,177,elephant,46840,0.1787109375,0.04736328125,0.13134765625,3.7731958762886597
rabbit,dog,20,3,177,dog,5679,0.0003662109375,0.036865234375,-0.0364990234375,0.009933774834437087
rabbit,lion,20,4,177,lion,40132,0.07421875,0.0068359375,0.0673828125,10.857142857142858
rabbit,cat,20,5,177,cat,8415,0.00506591796875,0.00640869140625,-0.0013427734375,0.7904761904761904
rabbit,horse,20,6,177,horse,15580,0.051025390625,0.0026702880859375,0.0483551025390625,19.10857142857143
rabbit,monkey,20,7,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
rabbit,squid,20,8,177,squid,90275,0.00010824203491210938,0.001617431640625,-0.0015091896057128906,0.06692216981132075
rabbit,dinosaur,20,9,177,dinosaur,63989,0.00034332275390625,0.00152587890625,-0.00118255615234375,0.225
rabbit,panda,20,10,177,adorable,41708,0.0003662109375,3.5762786865234375e-05,0.0003304481506347656,10.24
rabbit,whale,20,11,177,whale,51119,0.0028839111328125,0.00098419189453125,0.00189971923828125,2.9302325581395348
rabbit,shark,20,12,177,shark,44892,0.000568389892578125,0.000766754150390625,-0.0001983642578125,0.7412935323383084
rabbit,tiger,20,13,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
rabbit,bat,20,14,177,bat,16120,0.00174713134765625,0.00028228759765625,0.00146484375,6.1891891891891895
rabbit,spider,20,15,177,spider,35454,0.001861572265625,0.000247955322265625,0.001613616943359375,7.507692307692308
rabbit,butterfly,20,16,177,butterfly,56269,0.01007080078125,0.00018215179443359375,0.009888648986816406,55.287958115183244
rabbit,frog,20,17,177,frog,60981,0.00010824203491210938,0.00017070770263671875,-6.246566772460938e-05,0.6340782122905028
rabbit,mosquito,20,18,177,mosquito,50646,0.000286102294921875,0.0001506805419921875,0.0001354217529296875,1.8987341772151898
rabbit,sheep,20,19,177,sheep,33012,0.0030670166015625,0.000133514404296875,0.002933502197265625,22.97142857142857
rabbit,rabbit,20,20,177,rabbit,39824,0.006103515625,0.00012493133544921875,0.005978584289550781,48.85496183206107
rabbit,bee,20,21,177,bee,38328,0.01141357421875,0.00011730194091796875,0.011296272277832031,97.30081300813008
rabbit,salmon,20,22,177,salmon,41420,8.726119995117188e-05,0.00011730194091796875,-3.0040740966796875e-05,0.7439024390243902
rabbit,owl,20,23,177,owl,53369,0.000644683837890625,0.00011014938354492188,0.0005345344543457031,5.852813852813853
rabbit,duck,20,24,177,duck,37085,0.0002689361572265625,0.00010347366333007812,0.00016546249389648438,2.5990783410138247
rabbit,wolf,20,25,177,wolf,37642,0.001861572265625,9.1552734375e-05,0.00177001953125,20.333333333333332
rabbit,cow,20,26,177,cow,19923,0.0004425048828125,8.058547973632812e-05,0.0003619194030761719,5.491124260355029
rabbit,deer,20,27,177,deer,39149,0.00347900390625,8.058547973632812e-05,0.003398418426513672,43.171597633136095
rabbit,squirrel,20,28,177,squirrel,91624,0.00174713134765625,8.058547973632812e-05,0.0016665458679199219,21.680473372781066
rabbit,llama,20,29,177,llama,94776,0.000774383544921875,8.058547973632812e-05,0.0006937980651855469,9.609467455621301
rabbit,bear,20,30,177,bear,11984,0.000644683837890625,7.104873657226562e-05,0.0005736351013183594,9.073825503355705
rabbit,worm,20,31,177,worm,35311,1.609325408935547e-05,6.67572021484375e-05,-5.066394805908203e-05,0.24107142857142858
rabbit,chicken,20,32,177,chicken,16553,0.000823974609375,5.91278076171875e-05,0.0007648468017578125,13.935483870967742
bee,dolphin,21,1,177,dolphin,99269,0.00836181640625,0.328125,-0.31976318359375,0.025483630952380952
bee,elephant,21,2,177,elephant,46840,0.1787109375,0.04736328125,0.13134765625,3.7731958762886597
bee,dog,21,3,177,dog,5679,0.0003662109375,0.036865234375,-0.0364990234375,0.009933774834437087
bee,lion,21,4,177,lion,40132,0.07421875,0.0068359375,0.0673828125,10.857142857142858
bee,cat,21,5,177,cat,8415,0.00506591796875,0.00640869140625,-0.0013427734375,0.7904761904761904
bee,horse,21,6,177,horse,15580,0.051025390625,0.0026702880859375,0.0483551025390625,19.10857142857143
bee,monkey,21,7,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
bee,squid,21,8,177,squid,90275,0.00010824203491210938,0.001617431640625,-0.0015091896057128906,0.06692216981132075
bee,dinosaur,21,9,177,dinosaur,63989,0.00034332275390625,0.00152587890625,-0.00118255615234375,0.225
bee,panda,21,10,177,adorable,41708,0.0003662109375,3.5762786865234375e-05,0.0003304481506347656,10.24
bee,whale,21,11,177,whale,51119,0.0028839111328125,0.00098419189453125,0.00189971923828125,2.9302325581395348
bee,shark,21,12,177,shark,44892,0.000568389892578125,0.000766754150390625,-0.0001983642578125,0.7412935323383084
bee,tiger,21,13,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
bee,bat,21,14,177,bat,16120,0.00174713134765625,0.00028228759765625,0.00146484375,6.1891891891891895
bee,spider,21,15,177,spider,35454,0.001861572265625,0.000247955322265625,0.001613616943359375,7.507692307692308
bee,butterfly,21,16,177,butterfly,56269,0.01007080078125,0.00018215179443359375,0.009888648986816406,55.287958115183244
bee,frog,21,17,177,frog,60981,0.00010824203491210938,0.00017070770263671875,-6.246566772460938e-05,0.6340782122905028
bee,mosquito,21,18,177,mosquito,50646,0.000286102294921875,0.0001506805419921875,0.0001354217529296875,1.8987341772151898
bee,sheep,21,19,177,sheep,33012,0.0030670166015625,0.000133514404296875,0.002933502197265625,22.97142857142857
bee,rabbit,21,20,177,rabbit,39824,0.006103515625,0.00012493133544921875,0.005978584289550781,48.85496183206107
bee,bee,21,21,177,bee,38328,0.01141357421875,0.00011730194091796875,0.011296272277832031,97.30081300813008
bee,salmon,21,22,177,salmon,41420,8.726119995117188e-05,0.00011730194091796875,-3.0040740966796875e-05,0.7439024390243902
bee,owl,21,23,177,owl,53369,0.000644683837890625,0.00011014938354492188,0.0005345344543457031,5.852813852813853
bee,duck,21,24,177,duck,37085,0.0002689361572265625,0.00010347366333007812,0.00016546249389648438,2.5990783410138247
bee,wolf,21,25,177,wolf,37642,0.001861572265625,9.1552734375e-05,0.00177001953125,20.333333333333332
bee,cow,21,26,177,cow,19923,0.0004425048828125,8.058547973632812e-05,0.0003619194030761719,5.491124260355029
bee,deer,21,27,177,deer,39149,0.00347900390625,8.058547973632812e-05,0.003398418426513672,43.171597633136095
bee,squirrel,21,28,177,squirrel,91624,0.00174713134765625,8.058547973632812e-05,0.0016665458679199219,21.680473372781066
bee,llama,21,29,177,llama,94776,0.000774383544921875,8.058547973632812e-05,0.0006937980651855469,9.609467455621301
bee,bear,21,30,177,bear,11984,0.000644683837890625,7.104873657226562e-05,0.0005736351013183594,9.073825503355705
bee,worm,21,31,177,worm,35311,1.609325408935547e-05,6.67572021484375e-05,-5.066394805908203e-05,0.24107142857142858
bee,chicken,21,32,177,chicken,16553,0.000823974609375,5.91278076171875e-05,0.0007648468017578125,13.935483870967742
salmon,dolphin,22,1,562,dolphin,99269,0.216796875,0.328125,-0.111328125,0.6607142857142857
salmon,elephant,22,2,562,elephant,46840,0.04833984375,0.04736328125,0.0009765625,1.0206185567010309
salmon,dog,22,3,562,dog,5679,0.00176239013671875,0.036865234375,-0.03510284423828125,0.04780629139072848
salmon,lion,22,4,562,lion,40132,0.0201416015625,0.0068359375,0.0133056640625,2.9464285714285716
salmon,cat,22,5,562,cat,8415,0.01220703125,0.00640869140625,0.00579833984375,1.9047619047619047
salmon,horse,22,6,562,horse,15580,0.0034942626953125,0.0026702880859375,0.000823974609375,1.3085714285714285
salmon,monkey,22,7,562,majestic,81389,0.10205078125,0.00016021728515625,0.10189056396484375,636.952380952381
salmon,squid,22,8,562,squid,90275,0.00372314453125,0.001617431640625,0.002105712890625,2.30188679245283
salmon,dinosaur,22,9,562,dinosaur,63989,0.0002536773681640625,0.00152587890625,-0.0012722015380859375,0.16625
salmon,panda,22,10,562,adorable,41708,0.00099945068359375,3.5762786865234375e-05,0.0009636878967285156,27.946666666666665
salmon,whale,22,11,562,whale,51119,0.0089111328125,0.00098419189453125,0.00792694091796875,9.054263565891473
salmon,shark,22,12,562,shark,44892,0.0032806396484375,0.000766754150390625,0.002513885498046875,4.278606965174129
salmon,tiger,22,13,562,majestic,81389,0.10205078125,0.00016021728515625,0.10189056396484375,636.952380952381
salmon,bat,22,14,562,bat,16120,0.00113677978515625,0.00028228759765625,0.0008544921875,4.027027027027027
salmon,spider,22,15,562,spider,35454,0.00121307373046875,0.000247955322265625,0.000965118408203125,4.892307692307693
salmon,butterfly,22,16,562,butterfly,56269,0.007415771484375,0.00018215179443359375,0.007233619689941406,40.712041884816756
salmon,frog,22,17,562,frog,60981,0.0005035400390625,0.00017070770263671875,0.00033283233642578125,2.9497206703910615
salmon,mosquito,22,18,562,mosquito,50646,5.14984130859375e-05,0.0001506805419921875,-9.918212890625e-05,0.34177215189873417
salmon,sheep,22,19,562,sheep,33012,0.0004177093505859375,0.000133514404296875,0.0002841949462890625,3.1285714285714286
salmon,rabbit,22,20,562,rabbit,39824,0.00113677978515625,0.00012493133544921875,0.0010118484497070312,9.099236641221374
salmon,bee,22,21,562,bee,38328,0.002410888671875,0.00011730194091796875,0.0022935867309570312,20.552845528455286
salmon,salmon,22,22,562,salmon,41420,0.0025634765625,0.00011730194091796875,0.0024461746215820312,21.853658536585368
salmon,owl,22,23,562,owl,53369,0.00083160400390625,0.00011014938354492188,0.0007214546203613281,7.54978354978355
salmon,duck,22,24,562,duck,37085,0.0001125335693359375,0.00010347366333007812,9.059906005859375e-06,1.087557603686636
salmon,wolf,22,25,562,wolf,37642,0.0004177093505859375,9.1552734375e-05,0.0003261566162109375,4.5625
salmon,cow,22,26,562,cow,19923,0.0003261566162109375,8.058547973632812e-05,0.0002455711364746094,4.047337278106509
salmon,deer,22,27,562,deer,39149,0.0003261566162109375,8.058547973632812e-05,0.0002455711364746094,4.047337278106509
salmon,squirrel,22,28,562,squirrel,91624,0.0018768310546875,8.058547973632812e-05,0.0017962455749511719,23.28994082840237
salmon,llama,22,29,562,llama,94776,0.00030517578125,8.058547973632812e-05,0.00022459030151367188,3.78698224852071
salmon,bear,22,30,562,bear,11984,4.553794860839844e-05,7.104873657226562e-05,-2.5510787963867188e-05,0.6409395973154363
salmon,worm,22,31,562,worm,35311,1.728534698486328e-05,6.67572021484375e-05,-4.947185516357422e-05,0.25892857142857145
salmon,chicken,22,32,562,chicken,16553,0.0003261566162109375,5.91278076171875e-05,0.00026702880859375,5.516129032258065
owl,dolphin,23,1,087,dolphin,99269,0.11328125,0.328125,-0.21484375,0.34523809523809523
owl,elephant,23,2,087,elephant,46840,0.0223388671875,0.04736328125,-0.0250244140625,0.47164948453608246
owl,dog,23,3,087,dog,5679,0.00726318359375,0.036865234375,-0.02960205078125,0.19701986754966888
owl,lion,23,4,087,lion,40132,0.007720947265625,0.0068359375,0.000885009765625,1.1294642857142858
owl,cat,23,5,087,cat,8415,0.01275634765625,0.00640869140625,0.00634765625,1.9904761904761905
owl,horse,23,6,087,horse,15580,0.001617431640625,0.0026702880859375,-0.0010528564453125,0.6057142857142858
owl,monkey,23,7,087,majestic,81389,0.0185546875,0.00016021728515625,0.01839447021484375,115.80952380952381
owl,squid,23,8,087,squid,90275,0.00092315673828125,0.001617431640625,-0.00069427490234375,0.5707547169811321
owl,dinosaur,23,9,087,dinosaur,63989,6.4849853515625e-05,0.00152587890625,-0.001461029052734375,0.0425
owl,panda,23,10,087,adorable,41708,0.0022125244140625,3.5762786865234375e-05,0.0021767616271972656,61.86666666666667
owl,whale,23,11,087,whale,51119,0.005645751953125,0.00098419189453125,0.00466156005859375,5.736434108527132
owl,shark,23,12,087,shark,44892,0.00118255615234375,0.000766754150390625,0.000415802001953125,1.5422885572139304
owl,tiger,23,13,087,majestic,81389,0.0185546875,0.00016021728515625,0.01839447021484375,115.80952380952381
owl,bat,23,14,087,bat,16120,0.0011138916015625,0.00028228759765625,0.00083160400390625,3.945945945945946
owl,spider,23,15,087,spider,35454,0.0017242431640625,0.000247955322265625,0.001476287841796875,6.953846153846154
owl,butterfly,23,16,087,butterfly,56269,0.0135498046875,0.00018215179443359375,0.013367652893066406,74.38743455497382
owl,frog,23,17,087,frog,60981,0.0005950927734375,0.00017070770263671875,0.00042438507080078125,3.4860335195530725
owl,mosquito,23,18,087,mosquito,50646,7.343292236328125e-05,0.0001506805419921875,-7.724761962890625e-05,0.4873417721518987
owl,sheep,23,19,087,sheep,33012,0.00063323974609375,0.000133514404296875,0.000499725341796875,4.742857142857143
owl,rabbit,23,20,087,rabbit,39824,0.002838134765625,0.00012493133544921875,0.0027132034301757812,22.717557251908396
owl,bee,23,21,087,bee,38328,0.0018310546875,0.00011730194091796875,0.0017137527465820312,15.609756097560975
owl,salmon,23,22,087,salmon,41420,0.00014591217041015625,0.00011730194091796875,2.86102294921875e-05,1.2439024390243902
owl,owl,23,23,087,owl,53369,0.02099609375,0.00011014938354492188,0.020885944366455078,190.6147186147186
owl,duck,23,24,087,duck,37085,0.00010013580322265625,0.00010347366333007812,-3.337860107421875e-06,0.967741935483871
owl,wolf,23,25,087,wolf,37642,0.00439453125,9.1552734375e-05,0.004302978515625,48.0
owl,cow,23,26,087,cow,19923,0.00019359588623046875,8.058547973632812e-05,0.00011301040649414062,2.4023668639053253
owl,deer,23,27,087,deer,39149,0.000339508056640625,8.058547973632812e-05,0.0002589225769042969,4.21301775147929
owl,squirrel,23,28,087,squirrel,91624,0.000762939453125,8.058547973632812e-05,0.0006823539733886719,9.467455621301776
owl,llama,23,29,087,llama,94776,0.00011014938354492188,8.058547973632812e-05,2.956390380859375e-05,1.3668639053254439
owl,bear,23,30,087,bear,11984,3.5762786865234375e-05,7.104873657226562e-05,-3.528594970703125e-05,0.5033557046979866
owl,worm,23,31,087,worm,35311,3.361701965332031e-05,6.67572021484375e-05,-3.314018249511719e-05,0.5035714285714286
owl,chicken,23,32,087,chicken,16553,0.00019359588623046875,5.91278076171875e-05,0.00013446807861328125,3.274193548387097
duck,dolphin,24,1,855,dolphin,99269,0.054443359375,0.328125,-0.273681640625,0.16592261904761904
duck,elephant,24,2,855,elephant,46840,0.08984375,0.04736328125,0.04248046875,1.8969072164948453
duck,dog,24,3,855,dog,5679,0.00106048583984375,0.036865234375,-0.03580474853515625,0.02876655629139073
duck,lion,24,4,855,lion,40132,0.01007080078125,0.0068359375,0.00323486328125,1.4732142857142858
duck,cat,24,5,855,cat,8415,0.00885009765625,0.00640869140625,0.00244140625,1.380952380952381
